NOMBRE EMPRESA,RUC,SECTOR,TIPO DE ENTIDAD OTORGANTE DEL BCP,NOMBRE ENTIDAD OTORGANTE DEL BCP,MONTO PRESTAMO,MONTO COBERTURA,DEPARTAMENTO,Tipo Empresa,Condición,Fecha Inicio Actividades,Años Actividad,categoria_antiguedad
PINEDA & ASOCIADOS ACCOUN TING & CONSULTING GROUP S AC,20601265541,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,1530,1499.4,SAN MARTIN,Sociedad Anonima Cerrada,Activo,5/1/2017,2,tier4
INVERSIONES CONDORITO MOT ORS SAC,20602410154,CONSTRUCCION,BANCA MULTIPLE,BCP,30683,29148.85,SAN MARTIN,Sociedad Anonima Cerrada,Activo,9/1/2017,2,tier4
INDUSTRIA PANIFICADORA OM ARCO S.A.C.,20602561012,MINERIA,BANCA MULTIPLE,BCP,25566,25054.68,SAN MARTIN,Sociedad Anonima Cerrada,Activo,10/26/2017,2,tier4
ESTACION DE ENERGIAS EL CENTENARIO S.A.C.,20119207640,COMERCIO,BANCA MULTIPLE,INTERBANK,10000000,8000000,TACNA,Sociedad Anonima Cerrada,Activo,6/11/1979,40,tier1
J.R. IMPORTACIONES E.I.R. LTDA,20318165727,COMERCIO,BANCA MULTIPLE,BCP,23042,22581.16,TACNA,Empresa Individual de Resp. Ltda,Activo,2/21/1996,24,tier1
METROPOLIS IMPORT EXPORT S.R.L.,20453237223,COMERCIO,BANCA MULTIPLE,BCP,64157,60949.15,TACNA,Soc.Com.Respons. Ltda,Activo,3/2/1999,21,tier1
EMBUTIDOS S.A.C.,20519684251,COMERCIO,BANCA MULTIPLE,BCP,94139,89432.05,TACNA,Sociedad Anonima,Activo,4/12/2002,18,tier1
S & S ESTRELLA EIRL,20519709342,COMERCIO,BANCA MULTIPLE,MIBANCO,15026,14725.48,TACNA,Empresa Individual de Resp. Ltda,Activo,8/1/2002,17,tier1
SABOR PERUANO DE EXPORTACION SAC,20519777348,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,635000,571500,TACNA,Sociedad Anonima,Activo,4/11/2003,17,tier1
MUEBLES RONNY E.I.R.L.,20519801664,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,56922,54075.9,TACNA,Empresa Individual de Resp. Ltda,Activo,8/1/2003,16,tier1
IMPORTACIONES YOELA EMPRESA INDIVIDUAL DE RESPONSA,20519924669,COMERCIO,BANCA MULTIPLE,MIBANCO,15971,15651.58,TACNA,Empresa Individual de Resp. Ltda,Activo,1/27/2005,15,tier1
GIGANTOGRAPHIC E.I.R.L.,20519927501,COMERCIO,BANCA MULTIPLE,BCP,30527,29000.65,TACNA,Empresa Individual de Resp. Ltda,Activo,2/4/2005,15,tier1
VIVERO LOS LAURELES E.I.R.L.,20449259662,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,13660,13386.8,TACNA,Empresa Individual de Resp. Ltda,Activo,4/2/2007,13,tier1
INSTITUTO SUPERIOR TECNOL OGICO PRIVADO FINNEY Y MI LLER S.A.C.-I.S.T.P. FIN,20449260326,ENSENANZA,BANCA MULTIPLE,BCP,8484,8314.32,TACNA,Sociedad Anonima Cerrada,Activo,4/3/2007,13,tier1
COMPANIA FERRETERA DEL SU R S.R.L.,20449325479,COMERCIO,BANCA MULTIPLE,BCP,41741,39653.95,TACNA,Soc.Com.Respons. Ltda,Activo,9/1/2007,12,tier1
FLORERIA Y REGALOS LA EST ACION E.I.R.L.,20449372043,COMERCIO,BANCA MULTIPLE,BCP,38315,36399.25,TACNA,Empresa Individual de Resp. Ltda,Activo,1/4/2008,12,tier1
IMPORTACIONES CANNONTEX S AC,20449443757,COMERCIO,BANCA MULTIPLE,BCP,88843,84400.85,TACNA,Sociedad Anonima Cerrada,Activo,6/1/2008,11,tier1
LA AURORA IMPORTACIONES Y EXPORTACIONES,20449447825,COMERCIO,BANCA MULTIPLE,INTERBANK,17000,16660,TACNA,Empresa Individual de Resp. Ltda,Activo,6/1/2008,11,tier1
PINO S.A.C.,20532308659,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,512895,461605.5,TACNA,Sociedad Anonima Cerrada,Activo,10/28/2008,11,tier1
FOODS Y FRUITS E.I.R.L.,20532332525,COMERCIO,BANCA MULTIPLE,BCP,25175,24671.5,TACNA,Empresa Individual de Resp. Ltda,Activo,1/1/2009,11,tier1
DISTRIBUCIONES KADICSAM SAC,20532376654,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,755000,679500,TACNA,Sociedad Anonima Cerrada,Activo,5/4/2009,10,tier1
DECO CENTER S.A.C.,20532426937,COMERCIO,BANCA MULTIPLE,BCP,19475,19085.5,TACNA,Sociedad Anonima Cerrada,Activo,9/5/2009,10,tier1
Q OMER S.A.C.,20532452857,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,SCOTIABANK,80000,76000,TACNA,Sociedad Anonima Cerrada,Activo,11/10/2009,10,tier1
EL MORRO S.A. CERR,20532482683,COMERCIO,BANCA MULTIPLE,SCOTIABANK,2003133,1802819.7,TACNA,Sociedad Anonima Cerrada,Activo,4/1/2010,10,tier1
INVERSIONES YEKATEX E.I.R .L,20532573301,COMERCIO,BANCA MULTIPLE,BCP,332027,298824.3,TACNA,Empresa Individual de Resp. Ltda,Activo,9/15/2010,9,tier2
INVERSIONES OCHARAN EIRL,20532647356,COMERCIO,BANCA MULTIPLE,BCP,36901,35055.95,TACNA,Empresa Individual de Resp. Ltda,Activo,2/1/2011,9,tier2
SPORT WORLD S. A.,20532709998,COMERCIO,BANCA MULTIPLE,BCP,20939,20520.22,TACNA,Sociedad Anonima,Activo,6/1/2011,8,tier2
INFINITY CORPORATION CONSTRUCTORA E INMOBILIARIA S.A.C.,20532736537,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",CMAC,CMAC CUSCO,150000,142500,TACNA,Sociedad Anonima Cerrada,Activo,7/11/2011,8,tier2
INVERSIONES KAYA E.I.R.L.,20532772339,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,25900,25382,TACNA,Empresa Individual de Resp. Ltda,Activo,9/14/2011,8,tier2
STEREO POOL SOCIEDAD COME RCIAL DE RESPONSABILIDAD LIMITADA,20532781672,COMERCIO,BANCA MULTIPLE,BCP,193578,183899.1,TACNA,Soc.Com.Respons. Ltda,Activo,10/4/2011,8,tier2
MACOPRO TAKANA S.R.L.,20532801371,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,6609,6476.82,TACNA,Soc.Com.Respons. Ltda,Activo,11/10/2011,8,tier2
GIANELA INVERSIONES SOCIEDAD A,20532857326,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,1135238,1021714.2,TACNA,Sociedad Anonima Cerrada,Activo,3/1/2012,8,tier2
GRUPO UROS S.A.C. - GRUPO UROS S.A.C.,20532926239,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BANCO BBVA PERU,133884,127189.8,TACNA,Sociedad Anonima Cerrada,Activo,8/1/2012,7,tier2
DISTRIBUCIONES Y SERVICIO S RIMAC EIRL,20519916569,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,438299,394469.1,TACNA,Empresa Individual de Resp. Ltda,Activo,10/1/2012,7,tier2
CORPORACION LOS CRISTALES EIRL,20532977739,COMERCIO,BANCA MULTIPLE,BCP,21518,21087.64,TACNA,Empresa Individual de Resp. Ltda,Activo,11/1/2012,7,tier2
AGROPECUARIA Y AGROINDUSTRIA EL ALAMO S.C.R.L.,20533016732,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,1902,1863.96,TACNA,Soc.Com.Respons. Ltda,Activo,1/1/2013,7,tier2
PREMIUM GAS TACNA S.A.C.,20533009957,"ELECTRICIDAD, GAS Y AGUA",BANCA MULTIPLE,BCP,103383,98213.85,TACNA,Sociedad Anonima Cerrada,Activo,1/2/2013,7,tier2
MUEBLES LUCAS EMPRESA IND IVIDUAL DE RESPONSABILIDA D LIMITADA,20533073451,COMERCIO,BANCA MULTIPLE,BCP,59982,56982.9,TACNA,Empresa Individual de Resp. Ltda,Activo,4/9/2013,7,tier2
AVIA'S SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMIT ADA,20533143840,COMERCIO,BANCA MULTIPLE,BCP,34687,32952.65,TACNA,Soc.Com.Respons. Ltda,Activo,10/1/2013,6,tier2
MUNDIAL IMPORTACIONES S.R.L.,20533212329,COMERCIO,BANCA MULTIPLE,SCOTIABANK,231500,219925,TACNA,Soc.Com.Respons. Ltda,Activo,2/5/2014,6,tier2
CORPORACION C & J HUANCA S.C.R.L.,20532994234,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BANCO BBVA PERU,44500,42275,TACNA,Soc.Com.Respons. Ltda,Activo,11/26/2014,5,tier2
GRUPO CAMPING AND SUMMER S A C,20533344233,COMERCIO,BANCA MULTIPLE,MIBANCO,22380,21932.4,TACNA,Sociedad Anonima Cerrada,Activo,12/1/2014,5,tier2
GRUPO MUGASUR SAC,20600371399,COMERCIO,BANCA MULTIPLE,BCP,125294.92,119.030.174,TACNA,Sociedad Anonima Cerrada,Activo,5/14/2015,4,tier3
ASERRADERO FORESTAL LEO E IRL,20600850807,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,24557,24065.86,TACNA,Empresa Individual de Resp. Ltda,Activo,12/2/2015,4,tier3
CONSORCIO RACSO SAC,20532653089,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,MIBANCO,29500,28910,TACNA,Sociedad Anonima Cerrada,Activo,12/10/2015,4,tier3
EGUNON SAC,20600914589,COMERCIO,BANCA MULTIPLE,BCP,10131,9928.38,TACNA,Sociedad Anonima Cerrada,Activo,1/6/2016,4,tier3
FERCAR DISTRIBUCIONES SOCIEDAD COMERCIAL DE RESPON,20601177588,COMERCIO,BANCA MULTIPLE,MIBANCO,53272,50608.4,TACNA,Soc.Com.Respons. Ltda,Activo,5/1/2016,3,tier3
FERRETERIA DISTRIBUCIONES DAYUM EIRL,20601316693,COMERCIO,BANCA MULTIPLE,BCP,13129,12866.42,TACNA,Empresa Individual de Resp. Ltda,Activo,7/1/2016,3,tier3
PETROFIL SAC,20601564425,COMERCIO,BANCA MULTIPLE,MIBANCO,35406,33635.7,TACNA,Sociedad Anonima Cerrada,Activo,10/7/2016,3,tier3
INVERSIONES RODRIGUEZ ROJAS EIRL,20601682959,COMERCIO,BANCA MULTIPLE,MIBANCO,10831,10614.38,TACNA,Empresa Individual de Resp. Ltda,Activo,11/26/2016,3,tier3
CALPORT TRADING S.A.C.,20601746027,COMERCIO,BANCA MULTIPLE,BCP,8060,7898.8,TACNA,Sociedad Anonima Cerrada,Activo,1/1/2017,3,tier3
TEXTILES RAZFOUR E.I.R.L.,20601826713,COMERCIO,BANCA MULTIPLE,BANCO PICHINCHA,76000,72200,TACNA,Empresa Individual de Resp. Ltda,Activo,1/25/2017,3,tier3
AGRO FRONTERA DEL SUR S.A.C,20601920426,OTROS SERVICIOS,CMAC,CMAC CUSCO,174549,165821.55,TACNA,Sociedad Anonima Cerrada,Activo,3/1/2017,3,tier3
AGROVIC II EIRL,20602134793,COMERCIO,BANCA MULTIPLE,BCP,116696,110861.2,TACNA,Empresa Individual de Resp. Ltda,Activo,6/1/2017,2,tier4
INVERSIONES MYTCHELL S.A.C.,20602527230,COMERCIO,BANCA MULTIPLE,SCOTIABANK,73000,69350,TACNA,Sociedad Anonima Cerrada,Activo,10/10/2017,2,tier4
TURISMO INVERSIONES CESAR S.C.R.LDTA,20132645389,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,41966,39867.7,TUMBES,Soc.Com.Respons. Ltda,Activo,3/1/1980,40,tier1
MOLINO LA CRUZ SAC,20132642797,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,SCOTIABANK,133240,126578,TUMBES,Sociedad Anonima Cerrada,Activo,12/23/1991,28,tier1
LANGOSTINERA TUMBESSAC,20219178264,PESCA,BANCA MULTIPLE,BANCO BBVA PERU,2928642,2635777.8,TUMBES,Sociedad Anonima Cerrada,Activo,5/2/1994,26,tier1
ACUACULTURA TECNICA INTEGRADA DEL PERU S.A.C,20366873717,PESCA,BANCA MULTIPLE,BANCO PICHINCHA,818000,736200,TUMBES,Sociedad Anonima Cerrada,Activo,9/19/1997,22,tier1
EMPRESA DE SERVICIOS MULT IPLES RUESO SRL,20441476028,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,2805,2748.9,TUMBES,Soc.Com.Respons. Ltda,Activo,1/24/2000,20,tier1
EL PALMO EIRL,20484022080,CONSTRUCCION,BANCA MULTIPLE,BCP,6538,6407.24,TUMBES,Empresa Individual de Resp. Ltda,Activo,3/3/2003,17,tier1
ACUICOLA SANTA ISABEL,20484136689,PESCA,BANCA MULTIPLE,INTERBANK,645000,580500,TUMBES,Sociedad Anonima Cerrada,Activo,1/6/2004,16,tier1
SERVICIOS MEDICOS TUMBES SRL,20525350429,SERVICIOS SOCIALES Y DE SALUD,BANCA MULTIPLE,BCP,106404,101083.8,TUMBES,Soc.Com.Respons. Ltda,Activo,8/2/2006,13,tier1
BENJILUI IMPORT & EXPORT EIRL,20515114093,COMERCIO,BANCA MULTIPLE,BCP,21700,21266,TUMBES,Empresa Individual de Resp. Ltda,Activo,3/15/2007,13,tier1
PERMONT INVERSIONES SRL,20525566944,COMERCIO,BANCA MULTIPLE,BCP,520755,468679.5,TUMBES,Soc.Com.Respons. Ltda,Activo,9/4/2007,12,tier1
HIELOS Y SERVICIOS TUMBES S.A.C,20409206922,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,244143,231935.85,TUMBES,Sociedad Anonima Cerrada,Activo,3/26/2008,12,tier1
J Y J ALEMAN CONSTRUCTORES SRL,20409211411,CONSTRUCCION,CMAC,CMAC SULLANA,143620,136439,TUMBES,Soc.Com.Respons. Ltda,Activo,4/30/2008,11,tier1
MOTO REPUESTOS Y SERVICIOS ANTHONY E.I.R.L.,20409214437,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,377700,339930,TUMBES,Empresa Individual de Resp. Ltda,Activo,7/30/2008,11,tier1
INCA BIOTEC SAC,20409250581,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,131989,125389.55,TUMBES,Sociedad Anonima Cerrada,Activo,4/15/2009,11,tier1
PAN BAGUETTINO SCRL,20409278672,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,33079,31425.05,TUMBES,Soc.Com.Respons. Ltda,Activo,4/23/2010,10,tier1
CENTRO COMERCIAL ROY E.I.R.L.,20409314814,COMERCIO,BANCA MULTIPLE,BCP,398221,358398.9,TUMBES,Empresa Individual de Resp. Ltda,Activo,11/12/2010,9,tier2
GLOBONEGOCIOS SOCIEDAD AN ONIMA CERRADA,20409323309,OTROS SERVICIOS,BANCA MULTIPLE,BCP,21986,21546.28,TUMBES,Sociedad Anonima Cerrada,Activo,1/3/2011,9,tier2
GROLMARL S.C.R.L.,20409329846,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,66189,62879.55,TUMBES,Soc.Com.Respons. Ltda,Activo,2/1/2011,9,tier2
CORPORACION EL UNICO BRUJ O E.I.R.L.,20409364242,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,28059,27497.82,TUMBES,Empresa Individual de Resp. Ltda,Activo,10/3/2011,8,tier2
ANCA FLOR DEL NORTE SRL,20409384782,COMERCIO,CMAC,CMAC TRUJILLO,50000,47500,TUMBES,Soc.Com.Respons. Ltda,Activo,4/3/2012,8,tier2
COMERCIAL GAD EIRL,20409393854,COMERCIO,CMAC,CMAC SULLANA,59850,56857.5,TUMBES,Empresa Individual de Resp. Ltda,Activo,7/23/2012,7,tier2
CORPORACION MIKATDALI E I R L,20409416579,COMERCIO,BANCA MULTIPLE,SCOTIABANK,286000,271700,TUMBES,Empresa Individual de Resp. Ltda,Activo,12/13/2012,7,tier2
IMPORTADORA HAZZIEL EIRL,20409388699,COMERCIO,CMAC,CMAC SULLANA,11160,10936.8,TUMBES,Empresa Individual de Resp. Ltda,Activo,12/22/2012,7,tier2
CONGELADOS Y SERVICIOS GM G S.R.L,20409420096,COMERCIO,BANCA MULTIPLE,BCP,179204,170243.8,TUMBES,Soc.Com.Respons. Ltda,Activo,1/10/2013,7,tier2
FRUIT EXPORT KIARA SOCIED AD ANONIMA CERRADA,20409428747,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,80474,76450.3,TUMBES,Sociedad Anonima Cerrada,Activo,3/13/2013,7,tier2
INVERSIONES V Y V SERVICI OS GENERALES E.I.R.L,20409431888,COMERCIO,BANCA MULTIPLE,BCP,45512,43236.4,TUMBES,Empresa Individual de Resp. Ltda,Activo,4/4/2013,7,tier2
YEPEPOS IMPT EXPORT Y SER VICE EIRL,20409443461,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,124865,118621.75,TUMBES,Empresa Individual de Resp. Ltda,Activo,6/15/2013,6,tier2
LANGOSTINERA TRIANGULO SA C,20556342386,PESCA,BANCA MULTIPLE,BCP,28349,27782.02,TUMBES,Sociedad Anonima Cerrada,Activo,2/1/2014,6,tier2
LIN YIN CONSTRUCCIONES Y PROYECTOS EIRL,20409483098,CONSTRUCCION,CMAC,CMAC SULLANA,99380,94411,TUMBES,Empresa Individual de Resp. Ltda,Activo,5/23/2014,5,tier2
COMERCIAL MODA KISS E.I.R .L.,20409498958,COMERCIO,BANCA MULTIPLE,BCP,15572,15260.56,TUMBES,Empresa Individual de Resp. Ltda,Activo,10/17/2014,5,tier2
NEGOCIOS GENERALES EL OFERTON SAC,20600253035,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,69250,65787.5,TUMBES,Sociedad Anonima Cerrada,Activo,4/8/2015,5,tier2
INVERSIONES DERECK EIRL,20600826337,COMERCIO,BANCA MULTIPLE,BCP,72307,68691.65,TUMBES,Empresa Individual de Resp. Ltda,Activo,11/20/2015,4,tier3
CONSTRUCCIONES Y SERVICIOS GENERALES ALMUDENA EIRL,20600531183,CONSTRUCCION,CMAC,CMAC SULLANA,43790,41600.5,TUMBES,Empresa Individual de Resp. Ltda,Activo,2/15/2016,4,tier3
I & E INVERSIONES POLO E. I.R.L.,20601246440,COMERCIO,BANCA MULTIPLE,BCP,14586,14294.28,TUMBES,Empresa Individual de Resp. Ltda,Activo,5/24/2016,3,tier3
NOVEDADES PRINSFER S.R.L.,20601356881,COMERCIO,CMAC,CMAC PIURA,27000,26460,TUMBES,Soc.Com.Respons. Ltda,Activo,7/12/2016,3,tier3
AS IMPORTACIONES & DISTRI BUCIONES EIRL,20601491134,COMERCIO,BANCA MULTIPLE,BCP,270379,256860.05,TUMBES,Empresa Individual de Resp. Ltda,Activo,9/9/2016,3,tier3
SERVICIOS HYDROSISTEM E.I .R.L,20601547351,COMERCIO,BANCA MULTIPLE,BCP,29657,29063.86,TUMBES,Empresa Individual de Resp. Ltda,Activo,10/3/2016,3,tier3
CAOLINFA E.I.R.L.,20601806691,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,7747,7592.06,TUMBES,Empresa Individual de Resp. Ltda,Activo,1/17/2017,3,tier3
ROQUE CONSTRUCCIONES EIRL,20409214356,CONSTRUCCION,BANCA MULTIPLE,BCP,84881,80636.95,TUMBES,Empresa Individual de Resp. Ltda,Activo,7/1/2017,2,tier4
MARYALEX S.R.L.,20602679854,COMERCIO,BANCA MULTIPLE,BCP,112631,106999.45,TUMBES,Soc.Com.Respons. Ltda,Activo,12/4/2017,2,tier4
LUBRICENTRO ALBORADA E.I. R.L.,20602537677,COMERCIO,BANCA MULTIPLE,BCP,18786,18410.28,TUMBES,Empresa Individual de Resp. Ltda,Activo,12/14/2017,2,tier4
DISTRIBUIDORA GENERAL PUCALLPA S.A.C.,20128959506,COMERCIO,BANCA MULTIPLE,BCP,524296,471866.4,UCAYALI,Sociedad Anonima Cerrada,Activo,9/7/1978,41,tier1
IMPRESIONES FULL COLOR SR L.,20310368521,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,56762,53923.9,UCAYALI,Soc.Com.Respons. Ltda,Activo,11/20/1997,22,tier1
FORESTAL GIL S.R.L.,20351275007,"AGRICULTUR, GANADERIA, CAZA Y SILVICULT",BANCA MULTIPLE,BCP,128623,122191.85,UCAYALI,Soc.Com.Respons. Ltda,Activo,7/21/1998,21,tier1
BIOINDUSTRIAS S.A.C.,20352031331,OTROS SERVICIOS,BANCA MULTIPLE,BCP,8090,7928.2,UCAYALI,Sociedad Anonima Cerrada,Activo,3/20/2000,20,tier1
SEGURICOMP SRL,20352308588,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,81500,77425,UCAYALI,Soc.Com.Respons. Ltda,Activo,9/19/2000,19,tier1
SIERRAS Y HERRAMIENTAS FORESTAL S.A.C,20352403149,COMERCIO,BANCA MULTIPLE,BCP,1291206,1162085.4,UCAYALI,Sociedad Anonima Cerrada,Activo,12/11/2000,19,tier1
CONSORCIO CEMENTO Y FIERROS SAC,20352435342,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,2600000,2340000,UCAYALI,Sociedad Anonima Cerrada,Activo,6/20/2001,18,tier1
MULTIVENTAS BERTHA E.I.R. L.,20352487067,COMERCIO,BANCA MULTIPLE,BCP,52191,49581.45,UCAYALI,Empresa Individual de Resp. Ltda,Activo,6/21/2002,17,tier1
COLEGIO FEMENINO LATINO A MERICANO E.I.R.L.,20393165368,ENSENANZA,BANCA MULTIPLE,BCP,18860,18482.8,UCAYALI,Empresa Individual de Resp. Ltda,Activo,10/1/2004,15,tier1
BOTICA EL PUEBLO Y SERVIC IOS GENERALES E.I.R.L.,20393204797,COMERCIO,BANCA MULTIPLE,BCP,6649,6516.02,UCAYALI,Empresa Individual de Resp. Ltda,Activo,5/11/2005,14,tier1
INSELVA,20393223236,COMERCIO,BANCA MULTIPLE,INTERBANK,800000,720000,UCAYALI,Sociedad Anonima Cerrada,Activo,8/24/2005,14,tier1
AVICOLA JAPI S.R.L.,20393226332,INDUSTRIA MANUFACTURERA,BANCA MULTIPLE,BCP,183608,174427.6,UCAYALI,Soc.Com.Respons. Ltda,Activo,9/1/2005,14,tier1
CONSTRUCCIONES INVERSIONE S Y NEGOCIOS S.R.L.,20393226502,CONSTRUCCION,BANCA MULTIPLE,BCP,115543,109765.85,UCAYALI,Soc.Com.Respons. Ltda,Activo,9/17/2005,14,tier1
ESTACION DE SERVICIOS CONTINENTAL,20393230526,COMERCIO,BANCA MULTIPLE,INTERBANK,197000,187150,UCAYALI,Soc.Com.Respons. Ltda,Activo,10/19/2005,14,tier1
SERVICIOS GENERALES IVETH S.R.L.,20393235757,HOTELES Y RESTAURANTES,BANCA MULTIPLE,BCP,63743,60555.85,UCAYALI,Soc.Com.Respons. Ltda,Activo,11/11/2005,14,tier1
DEPORTES MASAO EIRL,20393317052,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,14600,14308,UCAYALI,Empresa Individual de Resp. Ltda,Activo,1/22/2007,13,tier1
LEICAR IMPORT EIRL,20393379911,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,75400,71630,UCAYALI,Empresa Individual de Resp. Ltda,Activo,10/19/2007,12,tier1
COMERCIAL JEAN PIERRE E.I.R.L.,20393402084,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,240200,228190,UCAYALI,Empresa Individual de Resp. Ltda,Activo,1/18/2008,12,tier1
JSM MULTISERVICIOS GENERA LES EIRL,20393412632,OTROS SERVICIOS,BANCA MULTIPLE,BCP,26583,26051.34,UCAYALI,Empresa Individual de Resp. Ltda,Activo,3/1/2008,12,tier1
FERRIPLAS E.I.R.L.,20393417359,COMERCIO,BANCA MULTIPLE,SCOTIABANK,122000,115900,UCAYALI,Empresa Individual de Resp. Ltda,Activo,3/10/2008,12,tier1
MULTIVENTAS Y SERVICIOS LIDER EIRL,20393427745,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,10015,9814.7,UCAYALI,Empresa Individual de Resp. Ltda,Activo,4/19/2008,12,tier1
IMPORTACIONES HUAYNAPICCH U EIRL,20493783352,COMERCIO,BANCA MULTIPLE,BCP,20264,19858.72,UCAYALI,Empresa Individual de Resp. Ltda,Activo,7/1/2008,11,tier1
SERVICE DIUX NETWORK EIRL,20393465671,OTROS SERVICIOS,BANCA MULTIPLE,BCP,45482,43207.9,UCAYALI,Empresa Individual de Resp. Ltda,Activo,9/23/2008,11,tier1
AMR NEGOCIOS Y SERVICIOS E.I.R.L,20393568136,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,BCP,22305,21858.9,UCAYALI,Empresa Individual de Resp. Ltda,Activo,1/22/2010,10,tier1
FERRETERIA RENATO REPUEST OS SERVICIOS Y AGREGADOS E.I.R.L.,20393579251,COMERCIO,BANCA MULTIPLE,BCP,8986,8806.28,UCAYALI,Empresa Individual de Resp. Ltda,Activo,3/10/2010,10,tier1
CORPORACION ACEROS HENRY E.I.R.L.,20393600048,COMERCIO,BANCA MULTIPLE,BCP,109463,103989.85,UCAYALI,Empresa Individual de Resp. Ltda,Activo,6/3/2010,9,tier2
AYAHUASCA ECOLODGE E.I.R. L.,20528343334,COMERCIO,BANCA MULTIPLE,BCP,35397,33627.15,UCAYALI,Empresa Individual de Resp. Ltda,Activo,8/4/2010,9,tier2
CORPORACION NATALI EIRL,20393619148,COMERCIO,BANCA MULTIPLE,BANCO BBVA PERU,98600,93670,UCAYALI,Empresa Individual de Resp. Ltda,Activo,8/25/2010,9,tier2
INTEGRAL GROUP ASESORES EIRL,20393626438,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BANCO BBVA PERU,12300,12054,UCAYALI,Empresa Individual de Resp. Ltda,Activo,9/17/2010,9,tier2
TEKILA & RON S A C,20393629453,COMERCIO,BANCA MULTIPLE,MIBANCO,28732,28157.36,UCAYALI,Sociedad Anonima Cerrada,Activo,10/1/2010,9,tier2
EFOA TRADING EIRL,20393665093,COMERCIO,BANCA MULTIPLE,SCOTIABANK,149000,141550,UCAYALI,Empresa Individual de Resp. Ltda,Activo,2/19/2011,9,tier2
CENTRAL DE MAQUINAS DE CO SER E.I.R.L.,20393679809,COMERCIO,BANCA MULTIPLE,BCP,37195,35335.25,UCAYALI,Empresa Individual de Resp. Ltda,Activo,4/8/2011,9,tier2
JLC CONTRATISTAS GENERALES S.A,20494097029,"TRANSPORTE, ALMACENAMIENTO Y COMUNIC.",BANCA MULTIPLE,SCOTIABANK,719941,647946.9,UCAYALI,Sociedad Anonima Cerrada,Activo,12/26/2011,8,tier2
SERVICIOS FORESTA Y AMBIE NTE AMAZONICO E,20393771446,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,2917,2858.66,UCAYALI,Empresa Individual de Resp. Ltda,Activo,3/1/2012,8,tier2
NITRO BTL PERU E.I.R.L.,20393802007,"ACTIV. INMOBILIARIAS, EMPRESARIALES ALQ.",BANCA MULTIPLE,BCP,59187,56227.65,UCAYALI,Empresa Individual de Resp. Ltda,Activo,5/24/2012,7,tier2
