"GENERO","EDAD","MERITO","UNIVERSIDAD","UBICACION_U","PRACTICAS","NUMERO_DE_PERSONAS","ETNIA","BECADO","VIVIENDA","P_SUELDO","INGRESO_SECU_IND","INGRESO_SECU_DEP","INGRESO_OCUPACIÓN_IND","INGRESO_OCUPACIÓN_DEP","FINANCIAMIENTO_F","PRESTAMO_BANCO","CARRERA","NOMBRE_U","T_TRABAJO","CAR_TRA","EMPLEO"
"Femenino","Sí","Tercio Superior","Privada","LIMA",2,5,"Mestizo","No","Independiente","1501 a 2500",0,0,0,2100,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","MOQUEGUA",1,3,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Pública","AREQUIPA",3,1,"Mestizo","No","Independiente","751 a 1000",0,0,0,750,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE FRONTERA","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",NA,NA,"Blanco","No","Independiente","751 a 1000",0,0,0,1700,"Sí","No","INGENIERÍA INFORMÁTICA","UNIVERSIDAD AUTONOMA SAN FRANCISCO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Decimo superior","Pública","PUNO",1,2,"Quechua","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DEL SANTA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","PUNO",2,5,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DEL SANTA",NA,NA,"No"
"Femenino","Sí","Quinto Superior","Pública","PUNO",4,1,"Aymara","No","Independiente","1501 a 2500",0,0,0,2900,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL DEL SANTA","Menos de un mes","Sí","No"
"Femenino","Sí","Quinto Superior","Pública","PUNO",1,5,"Mestizo","No","casa_vecinda",NA,0,0,0,2200,"Sí","No","CIENCIA POLÍTICA Y GOBIERNO","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","PUNO",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1300,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DEL SANTA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","PUNO",7,2,"Aymara","No","Independiente",NA,0,0,0,476.3,"Sí","No","ENFERMERÍA","UNIVERSIDAD CATÓLICA SANTA MARÍA",NA,"No","No"
"Masculino","Sí","Tercio Superior","Pública","LORETO",3,5,"Mestizo","No","Independiente","751 a 1000",0,0,0,1450,"Sí","No","AGRONOMÍA","UNIVERSIDAD CATÓLICA SAN PABLO","Meses a menos de un año","No","Sí"
"Femenino","Sí","NO","Pública","APURIMAC",1,5,"Quechua","No","Independiente",NA,0,0,0,2000,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD MARIA AUXILIADORA",NA,"No","Sí"
"Masculino","Sí","Quinto Superior","Privada","LIMA",4,2,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LIMA",2,4,"Mestizo","No","Departamento","1001 a 1500",0,0,0,1500,"Sí","No","MARKETING","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Privada","SAN MARTIN",2,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","MARKETING Y NEGOCIOS INTERNACIONALES","UNIVERSIDAD NACIONAL DE SAN MARTÍN","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Pública","AYACUCHO",1,1,"Mestizo","No","Independiente",NA,0,0,0,600,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","UCAYALI",4,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,900,"Sí","No","OBSTETRICIA","UNIVERSIDAD AUTONOMA SAN FRANCISCO","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LA LIBERTAD",1,2,"Mestizo","No","Independiente","751 a 1000",800,0,0,700,"Sí","No","ECONOMÍA","UNIVERSIDAD ALAS PERUANAS","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,1,"Mestizo","No","Independiente",NA,0,0,0,1750,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD SAN ANDRÉS",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",4,5,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","OBSTETRICIA","UNIVERSIDAD PRIVADA SERGIO BERNALES",NA,NA,"No"
"Femenino","Sí","Quinto Superior","Privada","AREQUIPA",1,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,750,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD DE PIURA","Entre 1 a 3 meses","Sí","No"
"Masculino","Sí","Tercio Superior","Privada","LIMA",1,2,"Mestizo","No","Independiente",NA,0,0,0,3300,"Sí","No","INGENIERÍA DE SISTEMAS Y COMPUTACIÓN  (INGENIERÍA DE COMPUTACIÓN Y SISTEMAS E INGENIERÍA DE SISTEMAS Y CÓMPUTO)","UNIVERSIDAD CIENCIAS DE LA SALUD",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LA LIBERTAD",1,4,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD PRIVADA PERUANO ALEMANA",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","ICA",NA,NA,"Mestizo","No","Independiente",NA,0,0,600,0,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO",NA,"Sí","No"
"Femenino","Sí","NO","Pública","ICA",1,3,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","PIURA",1,5,"Mestizo","No","Independiente",NA,0,0,0,1650,"Sí","No","DERECHO","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","AREQUIPA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1800,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL DEL ALTIPLANO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LORETO",NA,NA,"No sabe","No","Independiente",NA,0,0,0,1200,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","CUSCO",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","ECONOMÍA","UNIVERSIDAD CATÓLICA DE TRUJILLO","No busco trabajo",NA,"No"
"Femenino","Sí","NO","Privada","LIMA",2,2,"Blanco","No","Independiente","Hasta 750",0,0,0,2000,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","TACNA",1,1,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA COMERCIAL","UNIVERSIDAD NACIONAL DE INGENIERÍA",NA,"Sí","No"
"Femenino","Sí","NO","Pública","TACNA",2,1,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN",NA,NA,"No"
"Femenino","Sí","NO","Privada","ICA",2,5,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","ENFERMERÍA","UNIVERSIDAD PERUANA UNIÓN","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Pública","LIMA",1,1,"Blanco","No","Departamento","1501 a 2500",0,0,0,3100,"Sí","No","INDUSTRIAS ALIMENTARIAS","UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC","Menos de un mes","Sí","Sí"
"Masculino","Sí","NO","Privada","ICA",3,5,"Blanco","No","Independiente",NA,480,0,0,700,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS","UNIVERSIDAD DE SAN MARTÍN DE PORRES",NA,"Sí","No"
"Masculino","Sí","Decimo superior","Privada","LIMA",2,2,"Blanco","No","Independiente","1001 a 1500",0,0,0,2000,"No","No","ADMINISTRACIÓN Y MARKETING","UNIVERSIDAD PRIVADA JUAN PABLO II","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","PUNO",2,2,"Mestizo","No","Independiente",NA,0,0,0,2000,"Sí","No","INGENIERÍA QUÍMICA","UNIVERSIDAD NACIONAL DEL SANTA",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",1,4,"Mestizo","No","Independiente","1001 a 1500",0,0,4500,0,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD NACIONAL DE JAÉN","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",1,1,"Quechua","No","Independiente","Hasta 750",0,0,0,363.72,"Sí","No","INGENIERÍA AMBIENTAL","UNIVERSIDAD PARTICULAR DE CHICLAYO","Menos de un mes","No","No"
"Femenino","Sí","Tercio Superior","Privada","LAMBAYEQUE",1,5,"Mestizo","No","Independiente",NA,0,0,1800,0,"Sí","No","ODONTOLOGÍA","UNIVERSIDAD NACIONAL DE TRUJILLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","AREQUIPA",2,3,"Mestizo","No","Independiente",NA,2500,0,0,1200,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD CIENTÍFICA DEL SUR",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",2,5,"Mestizo","No","Departamento","Hasta 750",0,0,0,1500,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL DE CAJAMARCA","Entre uno a dos años","Sí","Sí"
"Masculino","Sí","NO","Privada","PIURA",2,2,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","INGENIERÍA CIVIL","UNIVERSIDAD ANDINA NESTOR CÁCERES VELÁSQUEZ","Menos de un mes",NA,"No"
"Masculino","Sí","Quinto Superior","Pública","CUSCO",2,3,"Mestizo","No","Departamento",NA,1000,0,0,350,"Sí","No","EDUCACIÓN (CIENCIAS DE LA EDUCACION)","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","AREQUIPA",2,5,"Mestizo","No","Independiente","751 a 1000",0,0,0,950,"Sí","No","TURISMO Y HOTELERÍA","UNIVERSIDAD NACIONAL DEL ALTIPLANO","Menos de un mes","No","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",2,3,"Mestizo","No","Independiente",NA,0,0,0,4000,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,2,"Mestizo","No","Departamento","Hasta 750",0,0,700,0,"Sí","No","ADMINISTRACIÓN HOTELERA","UNIVERSIDAD CIENTÍFICA DEL PERÚ","Entre 1 a 3 meses","No","No"
"Femenino","Sí","Tercio Superior","Pública","CUSCO",2,1,"Mestizo","No","Departamento","Hasta 750",0,0,0,1200,"Sí","No","TURISMO","PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","AYACUCHO",1,5,"Quechua","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","TRABAJO SOCIAL","UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ","Menos de un mes",NA,"No"
"Femenino","Sí","NO","Privada","LIMA",3,6,"Mestizo","No","Departamento","3501 a 4500",0,0,0,5500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","JUNIN",2,1,"Quechua","No","Independiente",NA,800,0,0,1600,"Sí","No","ARQUITECTURA","UNIVERSIDAD NACIONAL FEDERICO VILLARREAL",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","MOQUEGUA",2,4,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","DERECHO","UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","CAJAMARCA",2,5,"Mestizo","No","Independiente",NA,0,0,0,2900,"Sí","No","ENFERMERÍA","UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LIMA",3,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,1800,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","Quinto Superior","Privada","CALLAO",2,2,"Mestizo","No","Habitación_Humana","751 a 1000",0,0,1200,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS","UNIVERSIDAD DE SAN MARTÍN DE PORRES","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","APURIMAC",3,2,"Quechua","No","Independiente",NA,0,0,0,0,"Sí","No","DERECHO","UNIVERSIDAD PRIVADA JUAN MEJÍA BACA",NA,NA,"No"
"Femenino","Sí","NO","Pública","APURIMAC",1,2,"Quechua","No","Independiente","1501 a 2500",0,0,0,0,"Sí","No","ADMINISTRACIÓN DE EMPRESAS","UNIVERSIDAD LE CORDON BLEU","Meses a menos de un año",NA,"No"
"Femenino","Sí","Decimo superior","Pública","CALLAO",1,2,"Mestizo","No","Independiente",NA,0,0,0,2300,"Sí","No","CIENCIAS CONTABLES","UNIVERSIDAD NACIONAL DE TUMBES",NA,"Sí","Sí"
"Femenino","Sí","Decimo superior","Privada","LORETO",4,5,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","Tercio Superior","Privada","LORETO",3,4,"Mestizo","No","Independiente","751 a 1000",0,0,0,2205,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,4,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",3,2,"Mestizo","Si","Independiente","751 a 1000",0,0,0,4200,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD PRIVADA DE HUÁNUCO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","NO","Pública","CALLAO",1,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,0,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Meses a menos de un año",NA,"No"
"Masculino","Sí","Tercio Superior","Privada","LIMA",1,1,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DE CAJAMARCA",NA,"Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1700,"Sí","No","ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES   ( ADMINISTRACIÓN Y NEGOCIOS INTERNACIONALES)","UNIVERSIDAD NACIONAL DE TRUJILLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",6,1,"Mestizo","No","Independiente","Hasta 750",0,0,0,2000,"Sí","No","CIENCIAS CONTABLES Y FINANCIERAS","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,2,"Mestizo","No","Departamento","Hasta 750",0,0,0,1000,"Sí","No","CONTABILIDAD","UNIVERSIDAD PRIVADA CÉSAR VALLEJO","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","NO","Privada","LIMA",1,4,"Mestizo","No","Departamento",NA,0,0,0,1700,"Sí","No","INGENIERÍA INDUSTRIAL","UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LORETO",2,1,"Mestizo","No","Independiente","1501 a 2500",0,0,800,0,"Sí","No","BIOLOGÍA EN ACUICULTURA","UNIVERSIDAD CATÓLICA SAN PABLO","Entre 1 a 3 meses","No","No"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,2500,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL DE TUMBES","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","INGENIERÍA DE SISTEMAS E INFORMÁTICA   ( INGENIERÍA INFORMÁTICA Y  DE SISTEMAS)","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",1,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,1200,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL TECNOLÓGICA DEL CONO SUR DE LIMA","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",1,4,"Mestizo","No","Independiente",NA,0,0,0,3000,"Sí","No","MEDICINA HUMANA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","AMAZONAS",10,5,"Mestizo","No","Independiente",NA,800,0,0,2500,"Sí","No","OBSTETRICIA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,1,"Mestizo","No","Independiente",NA,0,0,0,675,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",1,3,"Mestizo","No","Independiente",NA,0,0,0,1200,"Sí","No","BIOLOGÍA","UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURÍMAC",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",2,2,"Blanco","No","Departamento",NA,0,0,0,4800,"Sí","No","DERECHO","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,2,"Blanco","No","Independiente","Hasta 750",0,0,0,4400,"Sí","No","ECONOMÍA","UNIVERSIDAD NACIONAL DE TUMBES","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",1,5,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","DERECHO Y CIENCIAS POLÍTICAS   (DERECHO Y CIENCIA POLÍTICA)","UNIVERSIDAD PRIVADA CÉSAR VALLEJO",NA,"Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,5,"Mestizo","No","Independiente",NA,0,0,0,2500,"Sí","No","BIOLOGÍA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","No"
"Femenino","Sí","Quinto Superior","Privada","LIMA",3,1,"Mestizo","No","Independiente","Hasta 750",0,0,300,0,"Sí","No","ESTOMATOLOGÍA","UNIVERSIDAD NACIONAL DE CAJAMARCA","Menos de un mes","Sí","Sí"
"Femenino","Sí","NO","Privada","PUNO",2,5,"Quechua","No","Quinta",NA,0,0,0,1100,"Sí","No","CONTABILIDAD Y FINANZAS","UNIVERSIDAD PARTICULAR DE CHICLAYO",NA,"No","Sí"
"Femenino","Sí","Tercio Superior","Privada","CALLAO",2,2,"Mestizo","No","Independiente","1501 a 2500",0,0,0,4000,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN","Entre 3 a 6 meses","Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","LIMA",2,1,"Mestizo","No","Independiente",NA,0,0,0,1800,"Sí","No","NUTRICIÓN","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","NO","Privada","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","INGENIERÍA ECONÓMICA Y DE NEGOCIOS","UNIVERSIDAD INCA GARCILASO DE LA VEGA",NA,NA,"No"
"Femenino","Sí","Tercio Superior","Pública","MOQUEGUA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,0,"Sí","No","INGENIERÍA QUÍMICA","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN","Meses a menos de un año",NA,"No"
"Masculino","Sí","Quinto Superior","Pública","LIMA",1,4,"Negro/mulato/zambo","No","Independiente",NA,0,0,0,2700,"Sí","No","CIENCIAS CONTABLES","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Pública","TACNA",1,4,"Aymara","No","Independiente","751 a 1000",0,0,0,0,"Sí","No","ADMINISTRACIÓN","UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","NO","Privada","LIMA",1,2,"Mestizo","No","Independiente","Hasta 750",0,0,0,2500,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PRIVADA CÉSAR VALLEJO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",3,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,0,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL JOSÉ MARÍA ARGUEDAS","Entre 1 a 3 meses",NA,"No"
"Femenino","Sí","NO","Privada","LIMA",1,5,"Mestizo","No","casa_vecinda",NA,0,0,0,1500,"No","No","ENFERMERÍA","UNIVERSIDAD PRIVADA DE TRUJILLO",NA,"Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,3000,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PRIVADA CÉSAR VALLEJO","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Pública","LIMA",3,5,"Mestizo","No","Departamento","1001 a 1500",0,0,0,3000,"Sí","No","PSICOLOGÍA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","ICA",2,6,"Mestizo","No","Independiente",NA,0,0,0,0,"Sí","No","ENFERMERÍA","UNIVERSIDAD PERUANA UNIÓN",NA,NA,"No"
"Femenino","Sí","NO","Pública","LIMA",6,5,"Mestizo","No","Departamento","1001 a 1500",0,0,0,1200,"Sí","No","EDUCACIÓN PRIMARIA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Entre 1 a 3 meses","Sí","Sí"
"Masculino","Sí","NO","Pública","LIMA",1,2,"Mestizo","No","Independiente",NA,0,0,0,2200,"Sí","No","INGENIERÍA DE SISTEMAS","UNIVERSIDAD PRIVADA DE PUCALLPA",NA,"Sí","Sí"
"Masculino","Sí","Tercio Superior","Privada","LIMA",3,2,"Mestizo","No","Independiente","751 a 1000",0,0,0,1500,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD NACIONAL DE TRUJILLO","Menos de un mes","No","Sí"
"Femenino","Sí","Quinto Superior","Pública","HUANUCO",1,5,"Mestizo","No","Independiente","Hasta 750",0,0,0,4000,"Sí","No","SOCIOLOGÍA","FACULTAD DE TEOLOGÍA PONTIFICIA Y CIVIL DE LIMA","Entre 1 a 3 meses","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",NA,NA,"Mestizo","No","Independiente",NA,0,0,0,1000,"Sí","No","ESTOMATOLOGÍA","UNIVERSIDAD PRIVADA DE TRUJILLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Pública","LIMA",2,1,"Mestizo","No","Independiente",NA,800,0,0,2100,"Sí","No","NUTRICIÓN HUMANA","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO",NA,"Sí","Sí"
"Femenino","Sí","NO","Privada","CALLAO",1,2,"Mestizo","No","Departamento",NA,0,0,0,2400,"Sí","No","CIENCIAS DE LA COMUNICACIÓN","UNIVERSIDAD DE AYACUCHO FEDERICO FROEBEL",NA,"No","Sí"
"Femenino","Sí","Tercio Superior","Privada","LIMA",1,4,"Mestizo","No","Independiente","1501 a 2500",0,0,0,1100,"No","No","ADMINISTRACIÓN EN TURISMO Y HOTELERÍA    (ADMINISTRACIÓN  DE TURISMO Y HOTELERÍA ;  ADMINISTRACIÓN HOTELERA Y DE TURISMO Y ADMINISTRACIÓN HOTELERA Y TURISMO)","UNIVERSIDAD PRIVADA DE HUÁNUCO","Menos de un mes","Sí","Sí"
"Masculino","Sí","Quinto Superior","Pública","LIMA",NA,NA,"Mestizo","No","Independiente","1501 a 2500",0,0,0,3700,"Sí","No","CONTABILIDAD","UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Pública","LIMA",2,3,"Quechua","No","Independiente","751 a 1000",0,0,0,800,"Sí","No","INGENIERÍA AMBIENTAL Y RECURSOS NATURALES","UNIVERSIDAD NACIONAL DE TUMBES","Menos de un mes","Sí","Sí"
"Femenino","Sí","Tercio Superior","Privada","JUNIN",1,1,"Mestizo","No","Independiente","1001 a 1500",0,0,0,1600,"Sí","No","FARMACIA Y BIOQUÍMICA","UNIVERSIDAD NACIONAL DE SAN AGUSTÍN","Meses a menos de un año","Sí","Sí"
"Femenino","Sí","Quinto Superior","Privada","LIMA",2,1,"Mestizo","No","Independiente","1001 a 1500",0,0,15000,0,"Sí","No","ESTOMATOLOGÍA","UNIVERSIDAD CIENTÍFICA DEL SUR","Menos de un mes","Sí","Sí"
