"","HORA","DEPARTAMENTO","CODE_VIA","KILOMETRO","MODALIDAD","FALLECIDOS","HERIDOS","LATITUD","LONGITUD","ANNO","MES","DIA"
"7728",18.83,"HUANUCO","PE-18A",95,"CHOQUE",0,2,-98.8,-75.76,"2021","SETIEMBRE","05"
"7729",2.75,"LIMA","PE-22",108,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","05"
"7730",16.67,"ANCASH","PE-3N",161,"CHOQUE",0,2,-92.75,-76.44,"2021","SETIEMBRE","05"
"7731",15.5,"HUANCAVELICA","PE-3S",183,"DESPISTE",0,2,-11.22,-73.03,"2021","SETIEMBRE","05"
"7732",18.83,"PUNO","PE-34A",195,"DESPISTE",0,1,-14.16,-69.98,"2021","SETIEMBRE","05"
"7733",17.5,"AMAZONAS","PE-5N",226,"CHOQUE",0,1,-50.85,-77.89,"2021","SETIEMBRE","05"
"7734",14.5,"ANCASH","PE-1N",327,"CHOQUE",0,3,-92.75,-76.44,"2021","SETIEMBRE","05"
"7735",6.75,"AMAZONAS","PE-08B",328,"DESPISTE",0,1,-50.85,-77.89,"2021","SETIEMBRE","05"
"7736",22.83,"LA LIBERTAD","PE-1N",523,"CHOQUE",0,1,-80.57,-77.53,"2021","SETIEMBRE","05"
"7737",12,"SAN MARTIN","PE-5N",611,"DESPISTE",0,4,-71.56,-75.18,"2021","SETIEMBRE","05"
"7738",13.68,"ANCASH","PE-3N",658,"CHOQUE",0,4,-92.75,-76.44,"2021","SETIEMBRE","05"
"7739",22.17,"LA LIBERTAD","PE-1N",732,"CHOQUE",1,0,-80.57,-77.53,"2021","SETIEMBRE","05"
"7740",14,"HUANCAVELICA","PE-3SD",28,"DESPISTE",0,2,-11.22,-73.03,"2021","SETIEMBRE","06"
"7741",7,"PASCO","PE-5N",37,"DESPISTE",0,1,-9.33,-75.74,"2021","SETIEMBRE","06"
"7742",6.5,"AREQUIPA","PE-34",39,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","06"
"7743",18.5,"LIMA","PE-1N",39,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","06"
"7744",7.17,"LIMA","PE-1N",64,"CHOQUE",0,2,-11.96,-76.96,"2021","SETIEMBRE","06"
"7745",4.75,"PIURA","PE-02A",65,"DESPISTE",0,1,-50.22,-79.35,"2021","SETIEMBRE","06"
"7746",12.92,"LIMA","PE-1N",68,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","06"
"7747",14.67,"HUANUCO","PE-18A",73,"CHOQUE",0,0,-98.8,-75.76,"2021","SETIEMBRE","06"
"7748",8.92,"LIMA","PE-1N",92,"ATROPELLO",0,1,-11.96,-76.96,"2021","SETIEMBRE","06"
"7749",1,"ANCASH","PE-16",112,"DESPISTE",0,7,-92.75,-76.44,"2021","SETIEMBRE","06"
"7750",19.33,"LIMA","PE-1S",115,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","06"
"7751",21.33,"JUNIN","PE-5S",129,"ATROPELLO",0,1,-10.85,-74.01,"2021","SETIEMBRE","06"
"7752",6.75,"LIMA","PE-1N",203,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","06"
"7753",6.68,"PUNO","PE-34A",237,"DESPISTE",0,0,-14.16,-69.98,"2021","SETIEMBRE","06"
"7754",12.5,"ANCASH","PE-1N",396,"DESPISTE",0,1,-92.75,-76.44,"2021","SETIEMBRE","06"
"7755",14.33,"ANCASH","PE-1N",421,"DESPISTE",0,3,-92.75,-76.44,"2021","SETIEMBRE","06"
"7756",16,"ICA","PE-1S",445,"CHOQUE",0,4,-13.93,-74.27,"2021","SETIEMBRE","06"
"7757",8.5,"SAN MARTIN","PE-5N",475,"DESPISTE",0,1,-71.56,-75.18,"2021","SETIEMBRE","06"
"7758",22.5,"LA LIBERTAD","PE-1N",692,"CHOQUE",0,0,-80.57,-77.53,"2021","SETIEMBRE","06"
"7759",6.5,"LAMBAYEQUE","PE-1N",823,"DESPISTE",0,7,-66.81,-78.1,"2021","SETIEMBRE","06"
"7760",23.83,"AREQUIPA","PE-1S",860,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","06"
"7761",7.83,"JUNIN","PE-3N",8,"CHOQUE",0,1,-10.85,-74.01,"2021","SETIEMBRE","07"
"7762",9.83,"AREQUIPA","PE-34A",8,"CHOQUE",0,6,-15.6,-70.47,"2021","SETIEMBRE","07"
"7763",17.5,"JUNIN","PE-3S",16,"CHOQUE",0,0,-10.85,-74.01,"2021","SETIEMBRE","07"
"7764",11.93,"CAJAMARCA","PE-3N",38,"DESPISTE",0,0,-70.39,-77.49,"2021","SETIEMBRE","07"
"7765",13.33,"AYACUCHO","PE-30A",58,"CHOQUE",0,3,-12.84,-73.78,"2021","SETIEMBRE","07"
"7766",7.08,"LIMA","PE-1N",95,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","07"
"7767",21.67,"JUNIN","PE-3S",103,"CHOQUE",0,0,-10.85,-74.01,"2021","SETIEMBRE","07"
"7768",12.67,"LIMA","PE-22",130,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","07"
"7769",16,"PASCO","PE-3N",135,"CHOQUE",0,0,-9.33,-75.74,"2021","SETIEMBRE","07"
"7770",17.17,"ANCASH","PE-3N",144,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","07"
"7771",22.42,"LIMA","PE-1N",180,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","07"
"7772",2.5,"ICA","PE-1S",220,"CHOQUE",1,15,-13.93,-74.27,"2021","SETIEMBRE","07"
"7773",5.67,"ICA","PE-1S",240,"DESPISTE",0,1,-13.93,-74.27,"2021","SETIEMBRE","07"
"7774",12,"AYACUCHO","PE-28A",284,"ATROPELLO",1,0,-12.84,-73.78,"2021","SETIEMBRE","07"
"7775",5.5,"MADRE DE DIOS","PE-30C",318,"DESPISTE",0,1,-10.24,-69.19,"2021","SETIEMBRE","07"
"7776",22.17,"ICA","PE-1S",413,"ATROPELLO",1,1,-13.93,-74.27,"2021","SETIEMBRE","07"
"7777",19.5,"MADRE DE DIOS","PE-30C",445,"DESPISTE",0,1,-10.24,-69.19,"2021","SETIEMBRE","07"
"7778",22.5,"HUANUCO","PE-5N",522,"CHOQUE",0,1,-98.8,-75.76,"2021","SETIEMBRE","07"
"7779",9.33,"AREQUIPA","PE-1S",566,"CHOQUE",1,0,-15.6,-70.47,"2021","SETIEMBRE","07"
"7780",14,"LA LIBERTAD","PE-1N",689,"DESPISTE",0,0,-80.57,-77.53,"2021","SETIEMBRE","07"
"7781",0.75,"AREQUIPA","PE-1S",791,"CHOQUE",0,0,-15.6,-70.47,"2021","SETIEMBRE","07"
"7782",5,"AREQUIPA","PE-1S",828,"CHOQUE",0,1,-15.6,-70.47,"2021","SETIEMBRE","07"
"7783",6.83,"MOQUEGUA","PE-1S",1199,"DESPISTE",0,5,-16.81,-69.07,"2021","SETIEMBRE","07"
"7784",15,"UCAYALI","PE-18C",17,"CHOQUE",0,2,-97.75,NA,"2021","SETIEMBRE","08"
"7785",6.25,"LIMA","PE-1NA",18,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","08"
"7786",22.5,"LIMA","PE-1N",28,"ESPECIAL",0,0,-11.96,-76.96,"2021","SETIEMBRE","08"
"7787",19,"LIMA","PE-18",32,"CHOQUE",1,1,-11.96,-76.96,"2021","SETIEMBRE","08"
"7788",13.5,"JUNIN","PE-3SA",33,"DESPISTE",0,0,-10.85,-74.01,"2021","SETIEMBRE","08"
"7789",7,"UCAYALI","PE-18C",37,"CHOQUE",0,1,-97.75,NA,"2021","SETIEMBRE","08"
"7790",20,"PUNO","PU-108",60,"DESPISTE",0,0,-14.16,-69.98,"2021","SETIEMBRE","08"
"7791",2.25,"TACNA","PE-1SD",75,"DESPISTE",0,1,-18,-69.76,"2021","SETIEMBRE","08"
"7792",3.67,"ANCASH","PE-16",105,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","08"
"7793",15,"ANCASH","PE-16",118,"DESPISTE",0,2,-92.75,-76.44,"2021","SETIEMBRE","08"
"7794",15.5,"AYACUCHO","PE-30A",147,"DESPISTE",0,0,-12.84,-73.78,"2021","SETIEMBRE","08"
"7795",18,"AMAZONAS","PE-5N",230,"CHOQUE",0,0,-50.85,-77.89,"2021","SETIEMBRE","08"
"7796",23.5,"ANCASH","PE-1N",243,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","08"
"7797",19.17,"AMAZONAS","PE-08B",315,"CHOQUE",0,0,-50.85,-77.89,"2021","SETIEMBRE","08"
"7798",15,"MADRE DE DIOS","PE-30C",347,"ESPECIAL",0,0,-10.24,-69.19,"2021","SETIEMBRE","08"
"7799",11.33,"ANCASH","PE-1N",429,"DESPISTE",0,1,-92.75,-76.44,"2021","SETIEMBRE","08"
"7800",23.58,"ANCASH","PE-1N",448,"ATROPELLO",0,1,-92.75,-76.44,"2021","SETIEMBRE","08"
"7801",7.5,"LAMBAYEQUE","PE-1N",760,"DESPISTE",0,1,-66.81,-78.1,"2021","SETIEMBRE","08"
"7802",6.83,"LAMBAYEQUE","PE-1N",850,"CHOQUE",0,0,-66.81,-78.1,"2021","SETIEMBRE","08"
"7803",9.67,"AREQUIPA","PE-1S",989,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","08"
"7804",12.5,"PIURA","PE-1N",1011,"VOLCADURA",0,0,-50.22,-79.35,"2021","SETIEMBRE","08"
"7805",9,"PIURA","PE-1NK",4,"DESPISTE",0,2,-50.22,-79.35,"2021","SETIEMBRE","09"
"7806",5.67,"CALLAO","PE-20",8,"CHOQUE",0,1,-11.95,-76.88,"2021","SETIEMBRE","09"
"7807",7.5,"AREQUIPA","PE-34",9,"VOLCADURA",0,0,-15.6,-70.47,"2021","SETIEMBRE","09"
"7808",3.67,"JUNIN","PE-5S",29,"CHOQUE",1,0,-10.85,-74.01,"2021","SETIEMBRE","09"
"7809",7,"AREQUIPA","AR-106",35,"CHOQUE",0,0,-15.6,-70.47,"2021","SETIEMBRE","09"
"7810",19,"JUNIN","PE-3N",46,"CHOQUE",0,5,-10.85,-74.01,"2021","SETIEMBRE","09"
"7811",7.67,"JUNIN","PE-5S",75,"CHOQUE",1,1,-10.85,-74.01,"2021","SETIEMBRE","09"
"7812",8,"ANCASH","PE-16",118,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","09"
"7813",11.58,"LIMA","PE-22",125,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","09"
"7814",11.17,"ANCASH","PE-3N",160,"DESPISTE",0,1,-92.75,-76.44,"2021","SETIEMBRE","09"
"7815",19.33,"AYACUCHO","PE-30A",164,"DESPISTE",0,1,-12.84,-73.78,"2021","SETIEMBRE","09"
"7816",18.42,"MOQUEGUA","PE-36A",254,"DESPISTE",0,0,-16.81,-69.07,"2021","SETIEMBRE","09"
"7817",19.33,"SAN MARTIN","PE-5N",541,"DESPISTE",0,0,-71.56,-75.18,"2021","SETIEMBRE","09"
"7818",21.33,"AREQUIPA","PE-1S",711,"CHOQUE",0,0,-15.6,-70.47,"2021","SETIEMBRE","09"
"7819",5.83,"LIMA","PE-1N",5,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","10"
"7820",10,"LIMA","PE-1NA",8,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","10"
"7821",17.67,"AREQUIPA","PE-34A",11,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","10"
"7822",4,"LIMA","PE-24A",15,"CHOQUE",0,2,-11.96,-76.96,"2021","SETIEMBRE","10"
"7823",2.4,"LIMA","PE-1N",54,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","10"
"7824",9.75,"LIMA","PE-1N",59,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","10"
"7825",11.17,"JUNIN","PE-3N",63,"CHOQUE",0,0,-10.85,-74.01,"2021","SETIEMBRE","10"
"7826",9,"LIMA","PE-1N",80,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","10"
"7827",11.33,"HUANCAVELICA","PE-28A",106,"DESPISTE",0,0,-11.22,-73.03,"2021","SETIEMBRE","10"
"7828",15.92,"TACNA","PE-36A",127,"DESPISTE",0,1,-18,-69.76,"2021","SETIEMBRE","10"
"7829",9.38,"AREQUIPA","PE-34A",164,"CHOQUE",0,0,-15.6,-70.47,"2021","SETIEMBRE","10"
"7830",20.17,"ICA","PE-1S",238,"CHOQUE",0,1,-13.93,-74.27,"2021","SETIEMBRE","10"
"7831",14.17,"ICA","PE-1S",427,"CHOQUE",0,0,-13.93,-74.27,"2021","SETIEMBRE","10"
"7832",5.53,"LA LIBERTAD","PE-1N",486,"DESPISTE",0,0,-80.57,-77.53,"2021","SETIEMBRE","10"
"7833",18.5,"SAN MARTIN","PE-5N",572,"CHOQUE",0,2,-71.56,-75.18,"2021","SETIEMBRE","10"
"7834",8.5,"SAN MARTIN","PE-5N",639,"DESPISTE",0,1,-71.56,-75.18,"2021","SETIEMBRE","10"
"7835",21.67,"LA LIBERTAD","PE-1N",690,"CHOQUE",0,0,-80.57,-77.53,"2021","SETIEMBRE","10"
"7836",18.5,"AREQUIPA","PE-1S",952,"CHOQUE",0,4,-15.6,-70.47,"2021","SETIEMBRE","10"
"7837",6.5,"CUSCO","PE-3S",1027,"CHOQUE",0,1,-12.47,-70.04,"2021","SETIEMBRE","10"
"7838",19.5,"PIURA","PE-1N",1,"CHOQUE",1,2,-50.22,-79.35,"2021","SETIEMBRE","11"
"7839",11.5,"JUNIN","PE-3S",16,"DESPISTE",0,2,-10.85,-74.01,"2021","SETIEMBRE","11"
"7840",22.5,"AYACUCHO","PE-30A",123,"DESPISTE",0,4,-12.84,-73.78,"2021","SETIEMBRE","11"
"7841",17.5,"AREQUIPA","PE-34A",130,"CHOQUE",0,3,-15.6,-70.47,"2021","SETIEMBRE","11"
"7842",23.5,"LIMA","PE-1N",212,"CHOQUE",0,0,-11.96,-76.96,"2021","SETIEMBRE","11"
"7843",13.92,"SAN MARTIN","PE-5N",515,"CHOQUE",0,0,-71.56,-75.18,"2021","SETIEMBRE","11"
"7844",18.5,"SAN MARTIN","PE-5N",559,"CHOQUE",0,7,-71.56,-75.18,"2021","SETIEMBRE","11"
"7845",18.25,"PIURA","PE-1N",1003,"CHOQUE",0,2,-50.22,-79.35,"2021","SETIEMBRE","11"
"7846",13.58,"TACNA","PE-1S",1261,"DESPISTE",0,1,-18,-69.76,"2021","SETIEMBRE","11"
"7847",5,"PUNO","PU-100",2,"CHOQUE",0,2,-14.16,-69.98,"2021","SETIEMBRE","12"
"7848",10,"UCAYALI","PE-18C",19,"CHOQUE",0,3,-97.75,NA,"2021","SETIEMBRE","12"
"7849",17.17,"JUNIN","PE-3N",40,"DESPISTE",0,0,-10.85,-74.01,"2021","SETIEMBRE","12"
"7850",15.5,"JUNIN","PE-3SB",78,"CHOQUE",0,2,-10.85,-74.01,"2021","SETIEMBRE","12"
"7851",19.28,"CUSCO","PE-28B",102,"DESPISTE",0,2,-12.47,-70.04,"2021","SETIEMBRE","12"
"7852",15.83,"CAJAMARCA","PE-08B",113,"CHOQUE",0,0,-70.39,-77.49,"2021","SETIEMBRE","12"
"7853",13.05,"LIMA","PE-1S",115,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","12"
"7854",17.75,"PASCO","PE-3N",137,"CHOQUE",0,2,-9.33,-75.74,"2021","SETIEMBRE","12"
"7855",19.25,"AREQUIPA","PE-34A",165,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","12"
"7856",6,"AMAZONAS","PE-5N",232,"DESPISTE",2,0,-50.85,-77.89,"2021","SETIEMBRE","12"
"7857",0.75,"ICA","PE-1S",272,"CHOQUE",0,1,-13.93,-74.27,"2021","SETIEMBRE","12"
"7858",18.58,"SAN MARTIN","PE-5N",521,"DESPISTE",0,6,-71.56,-75.18,"2021","SETIEMBRE","12"
"7859",0.3,"APURIMAC","PE-3S",590,"CHOQUE",0,0,-13.95,NA,"2021","SETIEMBRE","12"
"7860",9.83,"AREQUIPA","PE-1S",612,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","12"
"7861",18.33,"SAN MARTIN","PE-5N",635,"DESPISTE",0,2,-71.56,-75.18,"2021","SETIEMBRE","12"
"7862",7.75,"AREQUIPA","PE-1S",870,"DESPISTE",0,2,-15.6,-70.47,"2021","SETIEMBRE","12"
"7863",8.58,"AREQUIPA","PE-1S",1077,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","12"
"7864",19.5,"PIURA","PE-1N",15,"CHOQUE",1,2,-50.22,-79.35,"2021","SETIEMBRE","13"
"7865",11,"LIMA","PE-18",79,"CHOQUE",1,12,-11.96,-76.96,"2021","SETIEMBRE","13"
"7866",22.67,"MOQUEGUA","PE-1S",233,"CHOQUE",1,0,-16.81,-69.07,"2021","SETIEMBRE","13"
"7867",20,"ANCASH","PE-1N",381,"CHOQUE",0,5,-92.75,-76.44,"2021","SETIEMBRE","13"
"7868",4.5,"CUSCO","PE-28B",428,"DESPISTE",0,2,-12.47,-70.04,"2021","SETIEMBRE","13"
"7869",19.5,"LA LIBERTAD","PE-1N",467,"ESPECIAL",0,0,-80.57,-77.53,"2021","SETIEMBRE","13"
"7870",20,"LA LIBERTAD","PE-1N",566,"ESPECIAL",0,0,-80.57,-77.53,"2021","SETIEMBRE","13"
"7871",3.67,"LA LIBERTAD","PE-1N",693,"CHOQUE",2,1,-80.57,-77.53,"2021","SETIEMBRE","13"
"7872",19.67,"AREQUIPA","PE-1S",703,"CHOQUE",1,0,-15.6,-70.47,"2021","SETIEMBRE","13"
"7873",8,"APURIMAC","PE-3S",822,"CHOQUE",0,1,-13.95,NA,"2021","SETIEMBRE","13"
"7874",13.75,"AREQUIPA","PE-1S",983,"CHOQUE",0,0,-15.6,-70.47,"2021","SETIEMBRE","13"
"7875",8.1,"PIURA","PE-1N",1009,"CHOQUE",0,0,-50.22,-79.35,"2021","SETIEMBRE","13"
"7876",11.33,"PUNO","PE-3S",1217,"CHOQUE",0,2,-14.16,-69.98,"2021","SETIEMBRE","13"
"7877",23.25,"LIMA","PE-1S",31,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","14"
"7878",10.75,"JUNIN","PE-3SA",38,"CHOQUE",0,0,-10.85,-74.01,"2021","SETIEMBRE","14"
"7879",2.17,"JUNIN","PE-3N",40,"VOLCADURA",0,7,-10.85,-74.01,"2021","SETIEMBRE","14"
"7880",11.17,"LIMA","PE-1N",56,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","14"
"7881",12.67,"CAJAMARCA","PE-08B",83,"CHOQUE",0,1,-70.39,-77.49,"2021","SETIEMBRE","14"
"7882",10,"LIMA","PE-1N",111,"DESPISTE",0,3,-11.96,-76.96,"2021","SETIEMBRE","14"
"7883",17.83,"PASCO","PE-3N",164,"DESPISTE",0,4,-9.33,-75.74,"2021","SETIEMBRE","14"
"7884",16.75,"CUSCO","PE-28B",172,"CHOQUE",0,3,-12.47,-70.04,"2021","SETIEMBRE","14"
"7885",14.25,"AREQUIPA","PE-34A",179,"CHOQUE",1,3,-15.6,-70.47,"2021","SETIEMBRE","14"
"7886",13.5,"AYACUCHO","PE-30A",189,"DESPISTE",0,1,-12.84,-73.78,"2021","SETIEMBRE","14"
"7887",12.5,"ICA","PE-1S",245,"CHOQUE",0,3,-13.93,-74.27,"2021","SETIEMBRE","14"
"7888",20.5,"ICA","PE-1S",273,"ATROPELLO",0,1,-13.93,-74.27,"2021","SETIEMBRE","14"
"7889",17.58,"LA LIBERTAD","PE-1N",703,"CHOQUE",0,1,-80.57,-77.53,"2021","SETIEMBRE","14"
"7890",11.5,"AREQUIPA","PE-1S",858,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","14"
"7891",7.5,"LAMBAYEQUE","PE-1N",879,"DESPISTE",0,2,-66.81,-78.1,"2021","SETIEMBRE","14"
"7892",23.5,"CUSCO","PE-3S",913,"DESPISTE",0,0,-12.47,-70.04,"2021","SETIEMBRE","14"
"7893",10.08,"PUNO","PE-34I",17,"DESPISTE",0,4,-14.16,-69.98,"2021","SETIEMBRE","15"
"7894",6,"LIMA","PE-22",51,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","15"
"7895",22.33,"AYACUCHO","PE-30A",78,"VOLCADURA",0,2,-12.84,-73.78,"2021","SETIEMBRE","15"
"7896",14,"LIMA","PE-1S",81,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","15"
"7897",10.5,"TUMBES","PE-1N",172,"CHOQUE",0,1,-34.44,-79.58,"2021","SETIEMBRE","15"
"7898",5.25,"LIMA","PE-1N",203,"ESPECIAL",0,0,-11.96,-76.96,"2021","SETIEMBRE","15"
"7899",17.33,"CUSCO","PE-28B",219,"DESPISTE",0,0,-12.47,-70.04,"2021","SETIEMBRE","15"
"7900",1.92,"ICA","PE-1S",243,"CHOQUE",0,0,-13.93,-74.27,"2021","SETIEMBRE","15"
"7901",4.5,"PUNO","PE-34H",302,"ATROPELLO",1,0,-14.16,-69.98,"2021","SETIEMBRE","15"
"7902",5,"MADRE DE DIOS","PE-30C",417,"CHOQUE",0,0,-10.24,-69.19,"2021","SETIEMBRE","15"
"7903",20.5,"MADRE DE DIOS","PE-30C",449,"CHOQUE",0,1,-10.24,-69.19,"2021","SETIEMBRE","15"
"7904",21.67,"LA LIBERTAD","PE-1N",530,"DESPISTE",0,2,-80.57,-77.53,"2021","SETIEMBRE","15"
"7905",20.5,"LA LIBERTAD","PE-1N",582,"ATROPELLO",1,0,-80.57,-77.53,"2021","SETIEMBRE","15"
"7906",8.75,"LA LIBERTAD","PE-1N",711,"CHOQUE",1,0,-80.57,-77.53,"2021","SETIEMBRE","15"
"7907",5.58,"LAMBAYEQUE","PE-1N",736,"DESPISTE",2,71,-66.81,-78.1,"2021","SETIEMBRE","15"
"7908",6,"MOQUEGUA","PE-1S",1147,"DESPISTE",0,0,-16.81,-69.07,"2021","SETIEMBRE","15"
"7909",20.75,"CAJAMARCA","PE-3N",16,"CHOQUE",0,0,-70.39,-77.49,"2021","SETIEMBRE","16"
"7910",20.75,"CUSCO","PE-28G",28,"CHOQUE",0,0,-12.47,-70.04,"2021","SETIEMBRE","16"
"7911",18.5,"UCAYALI","PE-18C",33,"DESPISTE",0,0,-97.75,NA,"2021","SETIEMBRE","16"
"7912",17.33,"PUNO","PE-34H",44,"DESPISTE",0,0,-14.16,-69.98,"2021","SETIEMBRE","16"
"7913",23.67,"AYACUCHO","PE-30A",75,"DESPISTE",0,1,-12.84,-73.78,"2021","SETIEMBRE","16"
"7914",13,"AREQUIPA","PE-34A",91,"DESPISTE",0,0,-15.6,-70.47,"2021","SETIEMBRE","16"
"7915",7,"LIMA","PE-1N",104,"DESPISTE",0,1,-11.96,-76.96,"2021","SETIEMBRE","16"
"7916",9.67,"LIMA","PE-22",122,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","16"
"7917",6.67,"ANCASH","PE-3N",222,"CHOQUE",0,1,-92.75,-76.44,"2021","SETIEMBRE","16"
"7918",11.5,"APURIMAC","PE-30A",304,"DESPISTE",0,0,-13.95,NA,"2021","SETIEMBRE","16"
"7919",4,"MADRE DE DIOS","PE-30C",338,"DESPISTE",0,1,-10.24,-69.19,"2021","SETIEMBRE","16"
"7920",23.33,"ICA","PE-1S",370,"DESPISTE",0,0,-13.93,-74.27,"2021","SETIEMBRE","16"
"7921",14.67,"SAN MARTIN","PE-5N",586,"CHOQUE",0,4,-71.56,-75.18,"2021","SETIEMBRE","16"
"7922",8.75,"MOQUEGUA","PE-1SD",3,"DESPISTE",0,4,-16.81,-69.07,"2021","SETIEMBRE","17"
"7923",13.83,"LIMA","LI-128",3,"DESPISTE",1,0,-11.96,-76.96,"2021","SETIEMBRE","17"
"7924",10.5,"LA LIBERTAD","PE-10C",13,"VOLCADURA",0,1,-80.57,-77.53,"2021","SETIEMBRE","17"
"7925",20,"UCAYALI","PE-18C",17,"CHOQUE",0,3,-97.75,NA,"2021","SETIEMBRE","17"
"7926",23.5,"ANCASH","PE-14",27,"CHOQUE",0,1,-92.75,-76.44,"2021","SETIEMBRE","17"
"7927",9.9,"PIURA","PE-02",38,"VOLCADURA",0,1,-50.22,-79.35,"2021","SETIEMBRE","17"
"7928",19.42,"LIMA","PE-1N",91,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","17"
"7929",19.5,"UCAYALI","PE-5N",111,"CHOQUE",0,3,-97.75,NA,"2021","SETIEMBRE","17"
"7930",21.17,"ANCASH","PE-16",115,"CHOQUE",0,1,-92.75,-76.44,"2021","SETIEMBRE","17"
"7931",17.17,"ANCASH","PE-3N",133,"DESPISTE",0,0,-92.75,-76.44,"2021","SETIEMBRE","17"
"7932",17,"ICA","PE-1S",219,"CHOQUE",1,0,-13.93,-74.27,"2021","SETIEMBRE","17"
"7933",6,"PUNO","PE-34B",221,"DESPISTE",0,0,-14.16,-69.98,"2021","SETIEMBRE","17"
"7934",5.67,"PUNO","PE-34B",264,"DESPISTE",0,10,-14.16,-69.98,"2021","SETIEMBRE","17"
"7935",19,"ICA","PE-1S",265,"ESPECIAL",0,0,-13.93,-74.27,"2021","SETIEMBRE","17"
"7936",9.33,"AREQUIPA","PE-1S",586,"VOLCADURA",0,0,-15.6,-70.47,"2021","SETIEMBRE","17"
"7937",2.17,"APURIMAC","PE-3S",809,"DESPISTE",0,0,-13.95,NA,"2021","SETIEMBRE","17"
"7938",5.38,"LAMBAYEQUE","PE-1N",827,"DESPISTE",0,0,-66.81,-78.1,"2021","SETIEMBRE","17"
"7939",5.38,"LAMBAYEQUE","PE-1N",827,"DESPISTE",0,0,-66.81,-78.1,"2021","SETIEMBRE","17"
"7940",19.5,"AREQUIPA","PE-1S",992,"DESPISTE",0,1,-15.6,-70.47,"2021","SETIEMBRE","17"
"7941",8,"MOQUEGUA","PE-1S",1186,"DESPISTE",0,2,-16.81,-69.07,"2021","SETIEMBRE","17"
"7942",0.5,"CALLAO","PE-20",6,"CHOQUE",0,2,-11.95,-76.88,"2021","SETIEMBRE","18"
"7943",20.5,"UCAYALI","PE-18C",18,"CHOQUE",0,2,-97.75,NA,"2021","SETIEMBRE","18"
"7944",7.58,"CAJAMARCA","PE-3N",47,"DESPISTE",0,3,-70.39,-77.49,"2021","SETIEMBRE","18"
"7945",23.5,"LAMBAYEQUE","PE-1NJ",86,"DESPISTE",0,1,-66.81,-78.1,"2021","SETIEMBRE","18"
"7946",12.83,"LIMA","PE-22",103,"DESPISTE",0,0,-11.96,-76.96,"2021","SETIEMBRE","18"
"7947",NA,"LIMA","PE-1N",105,"CHOQUE",0,1,-11.96,-76.96,"2021","SETIEMBRE","18"
"7948",21.25,"AREQUIPA","PE-34A",136,"DESPISTE",0,5,-15.6,-70.47,"2021","SETIEMBRE","18"
"7949",15.5,"AYACUCHO","PE-30A",164,"CHOQUE",0,3,-12.84,-73.78,"2021","SETIEMBRE","18"
"7950",20.25,"LIMA","PE-1N",190,"DESPISTE",1,2,-11.96,-76.96,"2021","SETIEMBRE","18"
"7951",3.33,"ANCASH","PE-1N",236,"CHOQUE",0,1,-92.75,-76.44,"2021","SETIEMBRE","18"
"7952",9.5,"PUNO","PE-34B",265,"CHOQUE",0,1,-14.16,-69.98,"2021","SETIEMBRE","18"
"7953",13.83,"APURIMAC","PE-30A",362,"DESPISTE",1,0,-13.95,NA,"2021","SETIEMBRE","18"
