Fecha UTC,Fecha,profundidad (km),magnitud (M)
20/03/2008,mar-08,215,5
21/03/2008,mar-08,64,4.8
22/03/2008,mar-08,26,4.7
22/03/2008,mar-08,53,4.5
23/03/2008,mar-08,57,4.9
24/03/2008,mar-08,35,4
27/03/2008,mar-08,170,5
29/03/2008,mar-08,54,4.9
29/03/2008,mar-08,126,4.7
29/03/2008,mar-08,50,5.6
01/04/2008,abr-08,178,4.2
01/04/2008,abr-08,39,4.9
03/04/2008,abr-08,43,4.5
04/04/2008,abr-08,29,4.6
05/04/2008,abr-08,153,4.7
09/04/2008,abr-08,62,4.9
09/04/2008,abr-08,128,5.1
10/04/2008,abr-08,146,4.5
12/04/2008,abr-08,61,4.6
12/04/2008,abr-08,53,4.7
13/04/2008,abr-08,52,5
13/04/2008,abr-08,47,4.5
15/04/2008,abr-08,46,5.3
16/04/2008,abr-08,38,4.5
17/04/2008,abr-08,77,5.1
18/04/2008,abr-08,52,4.7
19/04/2008,abr-08,0,4.6
21/04/2008,abr-08,34,4.6
21/04/2008,abr-08,104,4.5
22/04/2008,abr-08,79,4.5
28/04/2008,abr-08,57,4.5
01/05/2008,may-08,27,4.7
05/05/2008,may-08,26,4.9
05/05/2008,may-08,141,4.8
06/05/2008,may-08,56,4.5
07/05/2008,may-08,46,4.5
10/05/2008,may-08,22,4.5
10/05/2008,may-08,78,4.9
13/05/2008,may-08,62,4.7
15/05/2008,may-08,39,4.5
15/05/2008,may-08,163,4.7
15/05/2008,may-08,39,4.9
15/05/2008,may-08,30,4.5
16/05/2008,may-08,37,4.8
17/05/2008,may-08,42,4.5
17/05/2008,may-08,54,4.6
18/05/2008,may-08,48,4.5
18/05/2008,may-08,38,4.5
19/05/2008,may-08,34,4.5
20/05/2008,may-08,135,5.7
23/05/2008,may-08,153,4.3
25/05/2008,may-08,149,5
25/05/2008,may-08,61,5.1
26/05/2008,may-08,61,4.7
28/05/2008,may-08,45,5.6
29/05/2008,may-08,50,4.6
30/05/2008,may-08,43,5.1
01/06/2008,jun-08,151,4.5
01/06/2008,jun-08,124,4.4
01/06/2008,jun-08,13,4.8
02/06/2008,jun-08,49,4.9
02/06/2008,jun-08,42,4.5
03/06/2008,jun-08,84,4.7
04/06/2008,jun-08,165,4.8
05/06/2008,jun-08,19,4.8
05/06/2008,jun-08,167,5.5
07/06/2008,jun-08,66,5.3
11/06/2008,jun-08,15,4.5
14/06/2008,jun-08,36,4.5
15/06/2008,jun-08,57,5
17/06/2008,jun-08,156,4.6
19/06/2008,jun-08,218,5.2
19/06/2008,jun-08,13,4.5
26/06/2008,jun-08,148,5.3
26/06/2008,jun-08,49,5.5
26/06/2008,jun-08,46,4.5
26/06/2008,jun-08,131,5.1
26/06/2008,jun-08,68,4.6
01/07/2008,jul-08,8,5.7
01/07/2008,jul-08,55,5.1
02/07/2008,jul-08,34,4.9
02/07/2008,jul-08,14,4.5
05/07/2008,jul-08,68,5
06/07/2008,jul-08,35,4.9
07/07/2008,jul-08,89,4.5
08/07/2008,jul-08,110,4.5
08/07/2008,jul-08,117,6.3
09/07/2008,jul-08,11,4.6
09/07/2008,jul-08,10,5.1
09/07/2008,jul-08,521,4
09/07/2008,jul-08,64,4.7
09/07/2008,jul-08,70,4.5
13/07/2008,jul-08,108,4.5
14/07/2008,jul-08,62,4.5
14/07/2008,jul-08,94,5.1
19/07/2008,jul-08,24,4.5
19/07/2008,jul-08,15,5.2
21/07/2008,jul-08,48,4.5
24/07/2008,jul-08,45,4.5
28/07/2008,jul-08,19,5.1
28/07/2008,jul-08,148,4.6
01/08/2008,ago-08,48,4.7
06/08/2008,ago-08,19,4.5
06/08/2008,ago-08,107,5.3
07/08/2008,ago-08,149,4.5
08/08/2008,ago-08,135,4.9
10/08/2008,ago-08,121,4.5
16/08/2008,ago-08,154,4.5
16/08/2008,ago-08,37,4.5
18/08/2008,ago-08,27,5.4
18/08/2008,ago-08,20,4.8
18/08/2008,ago-08,27,4.5
18/08/2008,ago-08,14,5
20/08/2008,ago-08,55,4.8
20/08/2008,ago-08,107,5.1
22/08/2008,ago-08,193,5.5
24/08/2008,ago-08,93,4.7
25/08/2008,ago-08,136,4.8
26/08/2008,ago-08,156,6.5
27/08/2008,ago-08,231,4.2
29/08/2008,ago-08,32,4.9
31/08/2008,ago-08,84,4.5
02/09/2008,Set-08,108,4.7
03/09/2008,Set-08,28,4.9
04/09/2008,Set-08,249,4.2
04/09/2008,Set-08,199,4.6
04/09/2008,Set-08,16,4.7
05/09/2008,Set-08,43,5
07/09/2008,Set-08,113,5.1
14/09/2008,Set-08,26,4.7
16/09/2008,Set-08,13,4.7
16/09/2008,Set-08,53,4.9
18/09/2008,Set-08,41,4.5
20/09/2008,Set-08,56,4.5
20/09/2008,Set-08,47,5.7
23/09/2008,Set-08,25,4.6
23/09/2008,Set-08,115,4.8
24/09/2008,Set-08,28,4.5
26/09/2008,Set-08,14,5
27/09/2008,Set-08,145,4.6
27/09/2008,Set-08,26,5
27/09/2008,Set-08,47,4.9
30/09/2008,Set-08,68,4.5
02/10/2008,oct-08,3,4.8
04/10/2008,oct-08,126,4.9
05/10/2008,oct-08,56,4.9
06/10/2008,oct-08,149,5.3
07/10/2008,oct-08,50,4.7
08/10/2008,oct-08,41,4.5
10/10/2008,oct-08,55,4.6
10/10/2008,oct-08,162,4.9
10/10/2008,oct-08,23,4.8
13/10/2008,oct-08,27,4.5
15/10/2008,oct-08,122,5.3
15/10/2008,oct-08,56,4.5
15/10/2008,oct-08,51,4.5
16/10/2008,oct-08,62,4.6
17/10/2008,oct-08,56,4.5
17/10/2008,oct-08,144,4.3
18/10/2008,oct-08,140,4.9
18/10/2008,oct-08,126,4.8
19/10/2008,oct-08,46,4.7
19/10/2008,oct-08,25,4.5
20/10/2008,oct-08,63,4.5
20/10/2008,oct-08,46,4.5
20/10/2008,oct-08,75,4.7
28/10/2008,oct-08,24,4.5
28/10/2008,oct-08,14,4.9
29/10/2008,oct-08,12,4.5
29/10/2008,oct-08,33,4.6
30/10/2008,oct-08,49,4.9
01/11/2008,nov-08,29,4.9
03/11/2008,nov-08,126,5
04/11/2008,nov-08,52,5.2
06/11/2008,nov-08,39,4.7
06/11/2008,nov-08,519,4
10/11/2008,nov-08,54,5
12/11/2008,nov-08,141,5.3
12/11/2008,nov-08,56,4.5
15/11/2008,nov-08,138,4.9
18/11/2008,nov-08,10,5
19/11/2008,nov-08,182,5.6
19/11/2008,nov-08,57,4.5
22/11/2008,nov-08,159,5.4
24/11/2008,nov-08,55,4.6
26/11/2008,nov-08,153,4.5
27/11/2008,nov-08,77,5.4
01/12/2008,dic-08,102,5.3
03/12/2008,dic-08,139,4.2
04/12/2008,dic-08,57,4.5
04/12/2008,dic-08,48,4.6
05/12/2008,dic-08,37,4.7
08/12/2008,dic-08,57,4.9
09/12/2008,dic-08,171,4.9
11/12/2008,dic-08,123,5.1
12/12/2008,dic-08,57,4.9
13/12/2008,dic-08,129,4.7
16/12/2008,dic-08,22,5
19/12/2008,dic-08,29,4.7
19/12/2008,dic-08,56,4.8
19/12/2008,dic-08,13,4.6
21/12/2008,dic-08,58,4.9
22/12/2008,dic-08,18,5.3
24/12/2008,dic-08,169,4.2
24/12/2008,dic-08,48,5
26/12/2008,dic-08,272,4.8
26/12/2008,dic-08,27,4.8
27/12/2008,dic-08,113,4.4
28/12/2008,dic-08,186,4.5
29/12/2008,dic-08,168,4.7
29/12/2008,dic-08,161,4.5
30/12/2008,dic-08,77,5.1
31/12/2008,dic-08,45,4.5
31/12/2008,dic-08,184,5.3
01/01/2009,ene-09,9,4.5
07/01/2009,ene-09,147,5.1
07/01/2009,ene-09,206,4.9
12/01/2009,ene-09,188,4.9
15/01/2009,ene-09,44,5.3
18/01/2009,ene-09,66,5.1
18/01/2009,ene-09,141,4.6
19/01/2009,ene-09,17,5.2
19/01/2009,ene-09,140,4.5
21/01/2009,ene-09,6,5
21/01/2009,ene-09,36,4.5
26/01/2009,ene-09,34,5.3
26/01/2009,ene-09,57,4.7
27/01/2009,ene-09,22,4.5
28/01/2009,ene-09,40,4.9
29/01/2009,ene-09,690,5.8
02/02/2009,feb-09,35,6.2
03/02/2009,feb-09,48,5.2
05/02/2009,feb-09,37,4.8
07/02/2009,feb-09,152,4.7
08/02/2009,feb-09,10,5
08/02/2009,feb-09,25,5.4
09/02/2009,feb-09,13,6.2
09/02/2009,feb-09,56,4.5
09/02/2009,feb-09,49,4.6
11/02/2009,feb-09,31,4.5
12/02/2009,feb-09,56,4.6
13/02/2009,feb-09,197,5.5
13/02/2009,feb-09,57,4.6
14/02/2009,feb-09,28,5
14/02/2009,feb-09,91,4.8
15/02/2009,feb-09,22,6.2
17/02/2009,feb-09,55,4.6
17/02/2009,feb-09,141,4.6
18/02/2009,feb-09,117,4.5
21/02/2009,feb-09,56,4.7
27/02/2009,feb-09,57,4.5
28/02/2009,feb-09,14,4.5
02/03/2009,mar-09,26,5.2
03/03/2009,mar-09,183,5
05/03/2009,mar-09,55,4.9
06/03/2009,mar-09,54,4.7
07/03/2009,mar-09,92,4.5
07/03/2009,mar-09,134,4.7
08/03/2009,mar-09,151,4.5
08/03/2009,mar-09,113,4.7
09/03/2009,mar-09,39,4.5
13/03/2009,mar-09,106,4.6
14/03/2009,mar-09,47,5.3
14/03/2009,mar-09,35,4.5
15/03/2009,mar-09,34,4.9
15/03/2009,mar-09,227,5.9
19/03/2009,mar-09,60,4.5
20/03/2009,mar-09,55,4.7
23/03/2009,mar-09,50,4.7
24/03/2009,mar-09,57,4.5
26/03/2009,mar-09,10,6
30/03/2009,mar-09,60,4.5
30/03/2009,mar-09,57,4.9
01/04/2009,abr-09,120,5.2
02/04/2009,abr-09,160,4.5
03/04/2009,abr-09,110,4.5
06/04/2009,abr-09,22,4.6
08/04/2009,abr-09,62,5.1
09/04/2009,abr-09,42,4.5
12/04/2009,abr-09,55,5.2
12/04/2009,abr-09,117,4.9
14/04/2009,abr-09,82,5.1
15/04/2009,abr-09,45,4.7
15/04/2009,abr-09,56,4.5
15/04/2009,abr-09,58,5.1
17/04/2009,abr-09,77,4.9
21/04/2009,abr-09,44,4.7
21/04/2009,abr-09,653,5.2
23/04/2009,abr-09,21,4.9
24/04/2009,abr-09,56,4.5
25/04/2009,abr-09,135,4.8
28/04/2009,abr-09,44,4.5
28/04/2009,abr-09,68,4.9
28/04/2009,abr-09,60,4.5
28/04/2009,abr-09,149,4.5
29/04/2009,abr-09,7,4.9
30/04/2009,abr-09,115,5
01/05/2009,may-09,36,4.8
02/05/2009,may-09,195,4.8
03/05/2009,may-09,21,4.9
04/05/2009,may-09,13,5
04/05/2009,may-09,112,5
04/05/2009,may-09,153,4.9
04/05/2009,may-09,22,4.9
05/05/2009,may-09,52,4.9
06/05/2009,may-09,48,4.9
07/05/2009,may-09,32,4.9
09/05/2009,may-09,46,4.6
10/05/2009,may-09,134,5.1
15/05/2009,may-09,43,4.6
18/05/2009,may-09,155,5.1
18/05/2009,may-09,45,4.5
18/05/2009,may-09,17,6
18/05/2009,may-09,25,5.6
19/05/2009,may-09,3,4.5
19/05/2009,may-09,106,4.5
20/05/2009,may-09,28,4.9
21/05/2009,may-09,9,4.9
23/05/2009,may-09,53,4.7
25/05/2009,may-09,27,5.2
26/05/2009,may-09,23,5.7
27/05/2009,may-09,86,4.6
27/05/2009,may-09,20,4.8
27/05/2009,may-09,57,4.9
28/05/2009,may-09,67,4.6
02/06/2009,jun-09,85,5.3
06/06/2009,jun-09,23,5.5
08/06/2009,jun-09,51,4.9
08/06/2009,jun-09,536,5.4
09/06/2009,jun-09,52,4.8
11/06/2009,jun-09,171,4.8
11/06/2009,jun-09,42,4.8
13/06/2009,jun-09,43,5.6
14/06/2009,jun-09,47,4.9
15/06/2009,jun-09,51,5.7
16/06/2009,jun-09,77,4.6
17/06/2009,jun-09,52,4.6
17/06/2009,jun-09,36,4.5
18/06/2009,jun-09,157,4.6
20/06/2009,jun-09,79,5.2
22/06/2009,jun-09,94,4.5
23/06/2009,jun-09,127,4.5
23/06/2009,jun-09,92,4.6
23/06/2009,jun-09,56,4.5
26/06/2009,jun-09,157,4.6
30/06/2009,jun-09,50,5.2
30/06/2009,jun-09,53,4.1
30/06/2009,jun-09,37,5.3
30/06/2009,jun-09,7,4.5
01/07/2009,jul-09,15,4.5
02/07/2009,jul-09,116,5.2
02/07/2009,jul-09,4,4.5
02/07/2009,jul-09,135,4.1
03/07/2009,jul-09,121,4.6
06/07/2009,jul-09,65,5.1
06/07/2009,jul-09,16,4.5
07/07/2009,jul-09,76,4.5
12/07/2009,jul-09,52,4.5
12/07/2009,jul-09,182,6.2
15/07/2009,jul-09,116,4.1
16/07/2009,jul-09,66,4.9
16/07/2009,jul-09,49,4.7
20/07/2009,jul-09,44,4.5
22/07/2009,jul-09,109,4.7
24/07/2009,jul-09,54,4.8
24/07/2009,jul-09,25,5.2
25/07/2009,jul-09,58,4.5
27/07/2009,jul-09,169,4.5
29/07/2009,jul-09,19,4.6
30/07/2009,jul-09,15,4.6
30/07/2009,jul-09,14,4.8
31/07/2009,jul-09,52,4.5
31/07/2009,jul-09,37,4.9
01/08/2009,ago-09,124,5.5
03/08/2009,ago-09,58,5.6
04/08/2009,ago-09,33,4.7
05/08/2009,ago-09,57,4.6
05/08/2009,ago-09,100,4.5
07/08/2009,ago-09,6,4.5
08/08/2009,ago-09,175,4.6
09/08/2009,ago-09,34,4.7
10/08/2009,ago-09,61,5.2
10/08/2009,ago-09,116,4.6
12/08/2009,ago-09,82,4.5
14/08/2009,ago-09,47,4.5
14/08/2009,ago-09,77,4.9
15/08/2009,ago-09,76,4.8
16/08/2009,ago-09,148,4.6
19/08/2009,ago-09,134,4.6
20/08/2009,ago-09,148,4.5
20/08/2009,ago-09,138,4.5
21/08/2009,ago-09,36,4.9
22/08/2009,ago-09,93,4.5
22/08/2009,ago-09,122,4.5
22/08/2009,ago-09,143,4.7
22/08/2009,ago-09,25,4.8
22/08/2009,ago-09,34,4.9
23/08/2009,ago-09,25,4.9
24/08/2009,ago-09,147,4.6
24/08/2009,ago-09,63,4.9
25/08/2009,ago-09,52,4.7
25/08/2009,ago-09,16,5.1
26/08/2009,ago-09,146,4.5
27/08/2009,ago-09,11,5.4
28/08/2009,ago-09,24,4.6
29/08/2009,ago-09,217,5.3
29/08/2009,ago-09,36,4.5
05/09/2009,Set-09,209,6
05/09/2009,Set-09,56,4.6
07/09/2009,Set-09,15,4.6
08/09/2009,Set-09,38,4.6
09/09/2009,Set-09,76,4.5
09/09/2009,Set-09,146,4.5
09/09/2009,Set-09,56,4.6
11/09/2009,Set-09,29,5
12/09/2009,Set-09,99,4.6
13/09/2009,Set-09,45,4.8
14/09/2009,Set-09,57,4.9
14/09/2009,Set-09,57,5.1
14/09/2009,Set-09,121,4.5
15/09/2009,Set-09,82,5
16/09/2009,Set-09,9,4.8
17/09/2009,Set-09,174,4.6
17/09/2009,Set-09,66,4.5
17/09/2009,Set-09,49,4.9
22/09/2009,Set-09,33,4.5
22/09/2009,Set-09,53,4.9
24/09/2009,Set-09,55,4.5
24/09/2009,Set-09,60,4.6
26/09/2009,Set-09,13,4.6
30/09/2009,Set-09,269,6.1
02/10/2009,oct-09,28,4.5
03/10/2009,oct-09,51,5.2
07/10/2009,oct-09,165,4.7
09/10/2009,oct-09,45,5
11/10/2009,oct-09,67,4.5
12/10/2009,oct-09,50,4.5
12/10/2009,oct-09,51,4.9
14/10/2009,oct-09,181,4.8
15/10/2009,oct-09,34,5.3
16/10/2009,oct-09,135,4.5
16/10/2009,oct-09,1,4.6
17/10/2009,oct-09,84,4.5
17/10/2009,oct-09,78,4.7
20/10/2009,oct-09,57,4.5
20/10/2009,oct-09,97,4.5
21/10/2009,oct-09,128,4.5
22/10/2009,oct-09,122,4.5
23/10/2009,oct-09,93,4.5
24/10/2009,oct-09,10,4.5
26/10/2009,oct-09,55,4.5
27/10/2009,oct-09,20,5
30/10/2009,oct-09,212,4.9
01/11/2009,nov-09,61,4.8
01/11/2009,nov-09,93,4.9
01/11/2009,nov-09,22,4.5
04/11/2009,nov-09,166,4.5
05/11/2009,nov-09,185,4.9
05/11/2009,nov-09,126,4
07/11/2009,nov-09,34,5
11/11/2009,nov-09,117,5.3
16/11/2009,nov-09,73,5.5
17/11/2009,nov-09,35,4.5
21/11/2009,nov-09,23,4.6
22/11/2009,nov-09,56,5.1
23/11/2009,nov-09,143,5.2
24/11/2009,nov-09,16,4.6
26/11/2009,nov-09,69,4.6
26/11/2009,nov-09,30,5.1
27/11/2009,nov-09,23,4.6
28/11/2009,nov-09,25,5.5
28/11/2009,nov-09,47,5.4
28/11/2009,nov-09,20,4.9
29/11/2009,nov-09,40,5
29/11/2009,nov-09,152,4.5
30/11/2009,nov-09,68,4.8
01/12/2009,dic-09,28,4.8
03/12/2009,dic-09,31,5
10/12/2009,dic-09,31,4.7
11/12/2009,dic-09,109,4.6
12/12/2009,dic-09,152,4.5
17/12/2009,dic-09,26,4.5
19/12/2009,dic-09,40,4.6
19/12/2009,dic-09,86,5.2
23/12/2009,dic-09,191,4.5
23/12/2009,dic-09,72,4.5
24/12/2009,dic-09,155,4.5
24/12/2009,dic-09,83,5.9
26/12/2009,dic-09,64,4.5
27/12/2009,dic-09,55,4.5
31/12/2009,dic-09,57,4.6
02/01/2010,ene-10,45,4.5
02/01/2010,ene-10,30,4.5
03/01/2010,ene-10,56,4.7
03/01/2010,ene-10,130,5.9
05/01/2010,ene-10,54,5.3
05/01/2010,ene-10,45,4.6
07/01/2010,ene-10,20,4.5
08/01/2010,ene-10,31,4.5
10/01/2010,ene-10,35,4.5
11/01/2010,ene-10,46,4.5
11/01/2010,ene-10,59,4.5
12/01/2010,ene-10,104,4.5
16/01/2010,ene-10,48,4.7
16/01/2010,ene-10,112,4.9
17/01/2010,ene-10,32,5
17/01/2010,ene-10,58,4.8
17/01/2010,ene-10,117,4.6
18/01/2010,ene-10,73,4.7
19/01/2010,ene-10,68,4.5
20/01/2010,ene-10,44,4.6
24/01/2010,ene-10,102,4.6
25/01/2010,ene-10,58,4.5
25/01/2010,ene-10,154,6.1
26/01/2010,ene-10,184,5.1
28/01/2010,ene-10,160,4.9
28/01/2010,ene-10,50,4.5
31/01/2010,ene-10,200,5.1
31/01/2010,ene-10,80,4.5
03/02/2010,feb-10,36,4.8
04/02/2010,feb-10,121,4.9
04/02/2010,feb-10,40,5.2
05/02/2010,feb-10,147,4.5
05/02/2010,feb-10,27,4.5
06/02/2010,feb-10,15,5.2
10/02/2010,feb-10,189,4.3
10/02/2010,feb-10,33,4.8
10/02/2010,feb-10,39,4.6
11/02/2010,feb-10,26,4.5
13/02/2010,feb-10,81,4.5
13/02/2010,feb-10,43,4.7
16/02/2010,feb-10,50,4.5
17/02/2010,feb-10,14,4.5
18/02/2010,feb-10,16,4.6
18/02/2010,feb-10,203,4.5
18/02/2010,feb-10,153,5.1
21/02/2010,feb-10,52,4.5
21/02/2010,feb-10,2,4.6
22/02/2010,feb-10,56,4.5
26/02/2010,feb-10,132,4.5
27/02/2010,feb-10,60,4.8
28/02/2010,feb-10,63,4.9
28/02/2010,feb-10,46,4.5
01/03/2010,mar-10,37,4.9
01/03/2010,mar-10,21,5
02/03/2010,mar-10,119,4.9
03/03/2010,mar-10,36,4.5
03/03/2010,mar-10,93,4.8
07/03/2010,mar-10,139,4.6
10/03/2010,mar-10,55,4.5
10/03/2010,mar-10,62,4.7
11/03/2010,mar-10,64,4.7
13/03/2010,mar-10,189,4.6
14/03/2010,mar-10,129,4.5
14/03/2010,mar-10,42,4.5
15/03/2010,mar-10,15,5.3
16/03/2010,mar-10,73,4.7
19/03/2010,mar-10,133,5.2
22/03/2010,mar-10,202,5.3
23/03/2010,mar-10,82,5.6
24/03/2010,mar-10,60,4.9
27/03/2010,mar-10,34,4.5
27/03/2010,mar-10,51,5
27/03/2010,mar-10,50,5
27/03/2010,mar-10,75,4.6
28/03/2010,mar-10,41,5.7
28/03/2010,mar-10,19,4.5
28/03/2010,mar-10,20,4.6
30/03/2010,mar-10,195,4.9
30/03/2010,mar-10,182,4.5
30/03/2010,mar-10,44,4.5
02/04/2010,abr-10,124,4.6
02/04/2010,abr-10,118,4.5
02/04/2010,abr-10,29,4.5
04/04/2010,abr-10,35,4.7
04/04/2010,abr-10,53,4.8
05/04/2010,abr-10,53,4.5
05/04/2010,abr-10,159,4.5
06/04/2010,abr-10,47,4.5
08/04/2010,abr-10,48,4.5
09/04/2010,abr-10,94,4.6
10/04/2010,abr-10,202,4.9
11/04/2010,abr-10,30,4.5
12/04/2010,abr-10,158,5.3
12/04/2010,abr-10,16,4.6
12/04/2010,abr-10,33,4.8
13/04/2010,abr-10,77,4.8
13/04/2010,abr-10,79,4.7
14/04/2010,abr-10,42,4.5
15/04/2010,abr-10,20,4.6
15/04/2010,abr-10,26,4.5
18/04/2010,abr-10,139,4.8
18/04/2010,abr-10,45,4.9
19/04/2010,abr-10,57,4.7
20/04/2010,abr-10,57,5
20/04/2010,abr-10,40,4.8
20/04/2010,abr-10,42,4.9
21/04/2010,abr-10,29,4.8
21/04/2010,abr-10,19,4.7
22/04/2010,abr-10,47,4.7
23/04/2010,abr-10,75,5.2
23/04/2010,abr-10,167,4.9
24/04/2010,abr-10,92,5
25/04/2010,abr-10,121,4.5
25/04/2010,abr-10,27,4.5
25/04/2010,abr-10,27,5.6
26/04/2010,abr-10,36,4.9
26/04/2010,abr-10,102,5.1
26/04/2010,abr-10,51,4.8
26/04/2010,abr-10,36,5
26/04/2010,abr-10,142,5.2
27/04/2010,abr-10,58,4.6
27/04/2010,abr-10,29,4.5
02/05/2010,may-10,32,4.5
02/05/2010,may-10,136,4.6
03/05/2010,may-10,28,4.9
04/05/2010,may-10,101,4.5
06/05/2010,may-10,25,6.6
06/05/2010,may-10,38,4.9
06/05/2010,may-10,28,5
06/05/2010,may-10,32,4.6
06/05/2010,may-10,155,4.5
11/05/2010,may-10,37,4.6
11/05/2010,may-10,92,4.5
12/05/2010,may-10,103,4.5
13/05/2010,may-10,57,4.7
14/05/2010,may-10,76,4.5
15/05/2010,may-10,84,4.8
16/05/2010,may-10,28,4.5
17/05/2010,may-10,108,4.5
19/05/2010,may-10,122,6.3
19/05/2010,may-10,11,4.7
20/05/2010,may-10,35,4.8
22/05/2010,may-10,595,4.6
22/05/2010,may-10,30,4.6
22/05/2010,may-10,61,4.9
23/05/2010,may-10,103,6.2
24/05/2010,may-10,206,4.9
24/05/2010,may-10,120,4.8
24/05/2010,may-10,632,6.6
24/05/2010,may-10,43,4.5
25/05/2010,may-10,22,4.5
27/05/2010,may-10,31,4.7
27/05/2010,may-10,55,4.9
28/05/2010,may-10,189,4.6
29/05/2010,may-10,60,4.9
29/05/2010,may-10,48,4.9
29/05/2010,may-10,4,4.5
29/05/2010,may-10,163,4.5
30/05/2010,may-10,109,4.9
03/06/2010,jun-10,55,4.7
04/06/2010,jun-10,190,5
04/06/2010,jun-10,99,4.5
05/06/2010,jun-10,15,4.6
05/06/2010,jun-10,5,4.5
06/06/2010,jun-10,66,4.8
06/06/2010,jun-10,39,4.9
06/06/2010,jun-10,46,4.7
08/06/2010,jun-10,42,4.8
08/06/2010,jun-10,41,4.5
08/06/2010,jun-10,46,4.6
08/06/2010,jun-10,37,5.2
09/06/2010,jun-10,185,5.3
10/06/2010,jun-10,81,4.5
10/06/2010,jun-10,193,5
13/06/2010,jun-10,166,4.5
16/06/2010,jun-10,99,4.7
16/06/2010,jun-10,23,4.5
19/06/2010,jun-10,40,4.9
21/06/2010,jun-10,47,4.7
23/06/2010,jun-10,166,4.2
23/06/2010,jun-10,232,4.7
25/06/2010,jun-10,26,4.5
25/06/2010,jun-10,45,4.5
26/06/2010,jun-10,36,4.5
26/06/2010,jun-10,54,4.6
26/06/2010,jun-10,114,5.4
26/06/2010,jun-10,105,4.8
26/06/2010,jun-10,55,5.1
27/06/2010,jun-10,48,4.6
30/06/2010,jun-10,41,4.5
30/06/2010,jun-10,49,4.5
01/07/2010,jul-10,23,4.7
02/07/2010,jul-10,53,4.5
02/07/2010,jul-10,102,4.9
04/07/2010,jul-10,47,5.9
04/07/2010,jul-10,36,4.6
04/07/2010,jul-10,56,4.5
04/07/2010,jul-10,24,5
06/07/2010,jul-10,44,5.3
07/07/2010,jul-10,124,4.5
07/07/2010,jul-10,90,4.6
08/07/2010,jul-10,28,4.5
11/07/2010,jul-10,92,5.1
11/07/2010,jul-10,78,4.6
12/07/2010,jul-10,55,4.5
12/07/2010,jul-10,107,5.1
13/07/2010,jul-10,16,4.5
13/07/2010,jul-10,128,4.9
15/07/2010,jul-10,56,4.6
17/07/2010,jul-10,41,4.9
17/07/2010,jul-10,61,4.5
17/07/2010,jul-10,55,4.5
18/07/2010,jul-10,11,4.7
19/07/2010,jul-10,33,4.6
22/07/2010,jul-10,32,4.6
24/07/2010,jul-10,91,4.6
27/07/2010,jul-10,49,4.5
28/07/2010,jul-10,170,4.5
28/07/2010,jul-10,100,4.5
28/07/2010,jul-10,34,4.6
29/07/2010,jul-10,50,4.5
29/07/2010,jul-10,56,4.7
29/07/2010,jul-10,143,4.8
30/07/2010,jul-10,57,4.5
31/07/2010,jul-10,169,4.7
31/07/2010,jul-10,153,4.5
02/08/2010,ago-10,194,4.9
02/08/2010,ago-10,51,4.5
02/08/2010,ago-10,194,4.9
02/08/2010,ago-10,42,4.5
02/08/2010,ago-10,59,4.5
03/08/2010,ago-10,12,4.8
04/08/2010,ago-10,59,4.5
04/08/2010,ago-10,129,4.4
05/08/2010,ago-10,136,5.1
07/08/2010,ago-10,55,4.5
08/08/2010,ago-10,31,4.5
09/08/2010,ago-10,19,4.7
09/08/2010,ago-10,13,4.7
09/08/2010,ago-10,55,4.6
09/08/2010,ago-10,26,4.7
10/08/2010,ago-10,55,4.6
10/08/2010,ago-10,60,5.3
10/08/2010,ago-10,144,4.6
11/08/2010,ago-10,102,5.2
11/08/2010,ago-10,79,4.6
12/08/2010,ago-10,39,5.3
12/08/2010,ago-10,51,4.6
12/08/2010,ago-10,102,4.7
13/08/2010,ago-10,21,4.5
13/08/2010,ago-10,108,4.5
14/08/2010,ago-10,37,4.5
14/08/2010,ago-10,71,4.5
17/08/2010,ago-10,64,5.5
18/08/2010,ago-10,4,4.5
19/08/2010,ago-10,141,4.5
21/08/2010,ago-10,43,4.7
21/08/2010,ago-10,30,4.9
22/08/2010,ago-10,30,4.9
24/08/2010,ago-10,14,4.7
24/08/2010,ago-10,115,4.5
25/08/2010,ago-10,1,4.5
25/08/2010,ago-10,101,4.5
25/08/2010,ago-10,43,4.8
26/08/2010,ago-10,59,4.6
27/08/2010,ago-10,146,5.5
27/08/2010,ago-10,39,4.9
27/08/2010,ago-10,125,4.5
28/08/2010,ago-10,131,4.7
29/08/2010,ago-10,41,4.5
29/08/2010,ago-10,22,4.7
29/08/2010,ago-10,18,4.5
29/08/2010,ago-10,43,4.7
29/08/2010,ago-10,55,4.7
31/08/2010,ago-10,131,4.6
01/09/2010,Set-10,173,4.8
01/09/2010,Set-10,14,4.9
02/09/2010,Set-10,131,4.6
02/09/2010,Set-10,22,5.3
03/09/2010,Set-10,17,4.7
04/09/2010,Set-10,20,4.8
04/09/2010,Set-10,23,4.9
04/09/2010,Set-10,53,5.1
04/09/2010,Set-10,169,5.3
04/09/2010,Set-10,24,5.5
05/09/2010,Set-10,92,4.5
06/09/2010,Set-10,12,4.7
06/09/2010,Set-10,15,4.6
07/09/2010,Set-10,136,4.8
08/09/2010,Set-10,39,4.5
08/09/2010,Set-10,217,5.2
09/09/2010,Set-10,134,4.8
09/09/2010,Set-10,56,4.6
10/09/2010,Set-10,85,4.7
11/09/2010,Set-10,37,4.5
