Precio,Dormitorios,Antiguedad,Luminosidad,Tipo,Area_total_m2,Area_constr_m2,NroBanios,Estado de Inmueble,Distrito,Cocheras,Uso_profesional,Uso_comercial,Nro_pisos,Piscina,Amoblado
98,5+,1,NoEspecifica,Casa de Playa,680,650,5,NoEspecifica,Pucusana,4,NoEspecifica,NoEspecifica,2,1,1
110,4,2,NoEspecifica,Casa,1100,600,5,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
170,4,7,NoEspecifica,Casa en condominio,736,640,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
115,5+,1,NoEspecifica,Casa,425,525,4,NoEspecifica,Miraflores,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
51.5,4,1,NoEspecifica,Casa en condominio,285,250,4,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
144.5,4,3,NoEspecifica,Casa en condominio,643,475,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
45,3,1,NoEspecifica,Casa,191,255,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
168,4,1,NoEspecifica,Casa,1200,700,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
45,4,4,NoEspecifica,Casa de Playa,385,385,5,NoEspecifica,Asia,4,NoEspecifica,NoEspecifica,3,1,1
75,4,3,NoEspecifica,Casa,343,280,3,Bueno,Miraflores,4,NoEspecifica,NoEspecifica,2,0,0
74,5+,3,NoEspecifica,Casa,300,450,4,Remodelado,SanBorja,4,NoEspecifica,NoEspecifica,3,0,1
58.5,4,2,NoEspecifica,Casa,238,230,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
48,3,2,NoEspecifica,Casa,272,139,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
160,5+,7,NoEspecifica,Casa,385,536,5,Remodelado,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,0
58,3,1,NoEspecifica,Casa en condominio,308,216,4,Bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
160,4,1,NoEspecifica,Casa en condominio,675,530,5,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,0
90,3,1,NoEspecifica,Casa en condominio,397,265,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
75,4,6,NoEspecifica,Casa,1008,670,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
65,4,2,NoEspecifica,Casa de Playa,300,300,4,Bueno,Asia,3,NoEspecifica,NoEspecifica,2,0,1
110,4,3,NoEspecifica,Casa,396,548,4,NoEspecifica,Miraflores,4,NoEspecifica,NoEspecifica,3,0,NoEspecifica
52,4,6,NoEspecifica,Casa en condominio,301,227,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
52,4,6,NoEspecifica,Casa en condominio,300,219,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
140,5+,3,NoEspecifica,Casa,1230,570,5,A Remodelar,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
17.1429,4,3,NoEspecifica,Casa de Playa,150,243,4,NoEspecifica,Asia,1,NoEspecifica,NoEspecifica,2,1,0
168.5,5+,3,NoEspecifica,Casa,1306,567,5,Remodelado,SantiagoDeSurco,5,NoEspecifica,NoEspecifica,2,0,0
38,5+,9,NoEspecifica,Casa de Playa,180,250,5,Bueno,Asia,2,NoEspecifica,NoEspecifica,2,1,1
48,5+,2,NoEspecifica,Casa,900,420,5,Bueno,Chorrillos,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
48,5+,2,NoEspecifica,Casa de campo,1030,380,5,NoEspecifica,Cieneguilla,4,NoEspecifica,NoEspecifica,2,0,1
159.4,4,2,NoEspecifica,Casa,797,493,5,Remodelado,SanBorja,3,NoEspecifica,NoEspecifica,2,0,0
59.5,4,7,NoEspecifica,Casa en condominio,309,258,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
40,5+,1,NoEspecifica,Casa de Playa,213,213,5,Bueno,Asia,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
17,3,7,NoEspecifica,Casa de Playa,122,162,3,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,3,0,1
175,5+,1,NoEspecifica,Casa,906,469,4,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
75,3,1,NoEspecifica,Casa,800,400,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
137,4,3,NoEspecifica,Casa en condominio,600,500,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
147,4,3,NoEspecifica,Casa en condominio,600,500,4,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
55,4,2,NoEspecifica,Casa de Playa,206,200,3,NoEspecifica,Asia,2,NoEspecifica,NoEspecifica,1,0,1
46,3,1,NoEspecifica,Casa en condominio,295,190,1,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
47.5,4,1,NoEspecifica,Casa,200,300,2,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
18,3,1,NoEspecifica,Casa de Playa en condominio,174,125,3,Bueno,Asia,2,NoEspecifica,NoEspecifica,3,1,1
49.5,3,8,NoEspecifica,Casa en condominio,300,212,2,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
45,3,1,NoEspecifica,Casa en condominio,81,218,2,Muy bueno,MagdalenaDelMar,2,NoEspecifica,NoEspecifica,3,0,0
80,4,1,NoEspecifica,Casa en condominio,527,363,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
72,4,3,NoEspecifica,Casa,310,310,4,Remodelado,SanBorja,3,NoEspecifica,NoEspecifica,3,0,NoEspecifica
115,5+,3,NoEspecifica,Casa,333,615,4,Muy bueno,SanIsidro,3,NoEspecifica,NoEspecifica,3,0,0
89,4,3,NoEspecifica,Casa en condominio,475,335,1,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
120,3,3,NoEspecifica,Casa,1200,380,3,Bueno,LaMolina,0,NoEspecifica,NoEspecifica,2,1,0
62,4,9,NoEspecifica,Casa en condominio,323,307,2,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
36,4,1,NoEspecifica,Casa de Playa,180,180,3,Muy bueno,Asia,3,NoEspecifica,NoEspecifica,3,1,0
56,4,3,NoEspecifica,Casa,207,228,2,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
53,4,7,NoEspecifica,Casa en condominio,300,268,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
195,3,1,NoEspecifica,Casa en condominio,780,435,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,1,0
19.8,5+,1,NoEspecifica,Casa de Playa,230,203,4,Remodelado,Lurin,4,NoEspecifica,NoEspecifica,2,1,0
53.5,5+,3,NoEspecifica,Casa,268,450,4,A Remodelar,SanBorja,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
130,3,1,NoEspecifica,Casa,1008,540,4,A Remodelar,LaMolina,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
56,5+,4,NoEspecifica,Casa,300,390,4,A Remodelar,Miraflores,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
175,5+,3,NoEspecifica,Casa,1070,603,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
19.9,3,9,NoEspecifica,Casa de Playa,230,125,3,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,3,1,1
27,5+,1,NoEspecifica,Casa de Playa en condominio,190,250,4,NoEspecifica,Asia,4,NoEspecifica,NoEspecifica,3,1,NoEspecifica
75,3,3,NoEspecifica,Casa,790,427,3,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,3,1,NoEspecifica
61,3,2,NoEspecifica,Casa,511,350,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
21,3,2,NoEspecifica,Casa en condominio,176,184,3,Muy bueno,Chorrillos,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
150,5+,5,NoEspecifica,Casa,496,904,5,NoEspecifica,Miraflores,3,NoEspecifica,NoEspecifica,3,0,0
170,3,1,NoEspecifica,Casa,500,500,4,NoEspecifica,SanIsidro,4,NoEspecifica,NoEspecifica,3,0,1
110,3,1,NoEspecifica,Casa,890,400,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
160,3,4,NoEspecifica,Casa,800,390,4,Remodelado,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
180,4,8,NoEspecifica,Casa,815,500,4,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
85,3,1,NoEspecifica,Casa,397,250,3,Muy bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
35,3,1,NoEspecifica,Casa,90,200,2,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
30,4,4,NoEspecifica,Casa,490,200,2,Muy bueno,Lurigancho,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
210,3,1,NoEspecifica,Casa,540,370,4,Muy bueno,SanIsidro,0,NoEspecifica,NoEspecifica,2,0,NoEspecifica
31.5,4,7,NoEspecifica,Casa,91,182,1,A Remodelar,JesusMaria,0,NoEspecifica,NoEspecifica,2,NoEspecifica,NoEspecifica
110,3,4,NoEspecifica,Casa,490,300,2,A Remodelar,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,0
55,3,1,NoEspecifica,Casa en condominio,330,200,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,1
55,3,1,NoEspecifica,Casa,682,290,3,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
110,3,1,NoEspecifica,Casa,1100,550,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
51.5,5+,3,NoEspecifica,Casa de Playa,250,240,5,NoEspecifica,SanAntonio,2,NoEspecifica,NoEspecifica,2,1,1
100,5+,9,NoEspecifica,Casa de Playa,600,600,5,NoEspecifica,Asia,4,NoEspecifica,NoEspecifica,6,1,1
135,3,4,NoEspecifica,Casa,370,300,3,A Remodelar,SanIsidro,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
150,4,2,NoEspecifica,Casa,1138,450,3,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
54,4,3,NoEspecifica,Casa,340,240,3,A Remodelar,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
110,4,2,NoEspecifica,Casa,539,495,5,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
170,4,9,NoEspecifica,Casa en condominio,740,400,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
53,3,1,NoEspecifica,Casa en condominio,300,210,1,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
140,4,2,NoEspecifica,Casa,1024,700,3,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
55,4,1,NoEspecifica,Casa en condominio,300,254,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
89,5+,2,NoEspecifica,Casa,1050,370,5,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
169,3,2,NoEspecifica,Casa en condominio,925,360,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
190,4,1,NoEspecifica,Casa,1160,700,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
41,3,1,NoEspecifica,Casa,268,200,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
95,4,6,NoEspecifica,Casa,750,480,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
113,3,2,NoEspecifica,Casa,1100,340,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
72,3,1,NoEspecifica,Casa en condominio,300,250,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
95,4,1,NoEspecifica,Casa en condominio,580,300,3,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
45,4,9,NoEspecifica,Casa en condominio,240,241,1,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
85,4,9,NoEspecifica,Casa en condominio,450,350,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
100,3,1,NoEspecifica,Casa,890,400,4,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
105,5+,1,NoEspecifica,Casa en condominio,580,280,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
110,3,3,NoEspecifica,Casa,510,450,4,NoEspecifica,Chorrillos,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
79,4,1,NoEspecifica,Casa en condominio,463,357,5,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,0
99,5+,4,NoEspecifica,Casa,600,363,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
120,5+,1,NoEspecifica,Casa,650,650,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
95,4,1,NoEspecifica,Casa,750,465,5,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
56,4,1,NoEspecifica,Casa en condominio,237,350,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
145,4,1,NoEspecifica,Casa,1000,500,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
46,3,4,NoEspecifica,Casa en condominio,286,286,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
92.8,5+,1,NoEspecifica,Casa en condominio,502,395,5,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
95,4,7,NoEspecifica,Casa en condominio,700,400,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
48.5,4,2,NoEspecifica,Casa,220,345,4,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,0,0
16,4,1,NoEspecifica,Casa en condominio,1024,180,2,NoEspecifica,Cieneguilla,5,NoEspecifica,NoEspecifica,2,1,0
36,5+,2,NoEspecifica,Casa,150,271,4,Remodelado,CercadoDeLima,3,NoEspecifica,NoEspecifica,3,0,0
200,3,1,NoEspecifica,Casa,675,530,4,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,0
55,3,1,NoEspecifica,Casa,1000,399,3,Muy bueno,Lurin,3,NoEspecifica,NoEspecifica,2,1,0
22,5+,4,NoEspecifica,Casa,160,254,3,A Remodelar,SanJuanDeLurigancho,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
130,4,4,NoEspecifica,Casa,430,400,3,A Remodelar,SanIsidro,1,NoEspecifica,NoEspecifica,3,1,NoEspecifica
94,5+,3,NoEspecifica,Casa,469,421,5,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
55,3,1,NoEspecifica,Casa en condominio,165,250,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
90,4,1,NoEspecifica,Casa,1065,290,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
49,4,1,NoEspecifica,Casa,233,204,4,Remodelado,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
65,3,1,NoEspecifica,Casa,600,630,3,NoEspecifica,Chorrillos,3,NoEspecifica,NoEspecifica,2,1,1
139.8,4,3,NoEspecifica,Casa,1151,362,3,Remodelado,LaMolina,3,NoEspecifica,NoEspecifica,1,1,0
94,5+,3,NoEspecifica,Casa,469,421,5,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,3,NoEspecifica,0
43.5,4,2,NoEspecifica,Casa en condominio,148,250,2,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
193.8,3,1,NoEspecifica,Casa,646,491,4,NoEspecifica,SanIsidro,3,NoEspecifica,NoEspecifica,2,1,0
11.75,3,1,NoEspecifica,Casa de campo,320,320,2,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,2,1,NoEspecifica
89,3,3,NoEspecifica,Casa,700,313,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,1,1,NoEspecifica
61,3,3,NoEspecifica,Casa,511,416,3,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,NoEspecifica
180,4,1,NoEspecifica,Casa,1111,800,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
120,3,2,NoEspecifica,Casa,1400,300,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
54.5,4,6,NoEspecifica,Casa,212,212,2,NoEspecifica,Miraflores,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
16.8,3,8,NoEspecifica,Casa de Playa en condominio,174,125,3,Muy bueno,Asia,2,NoEspecifica,NoEspecifica,2,0,0
58,5+,9,NoEspecifica,Casa de Playa,302,300,5,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,2,1,1
41.5,4,2,NoEspecifica,Casa de Playa,262,262,3,Muy bueno,SanAntonio,2,NoEspecifica,NoEspecifica,1,1,1
120,5+,3,NoEspecifica,Casa,1002,400,4,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
69,4,2,NoEspecifica,Casa,544,400,5,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
39,4,4,NoEspecifica,Casa,250,191,2,Bueno,SantiagoDeSurco,1,NoEspecifica,NoEspecifica,2,0,NoEspecifica
150,3,3,NoEspecifica,Casa,1227,360,3,NoEspecifica,LaMolina,0,NoEspecifica,NoEspecifica,2,1,NoEspecifica
70,5+,1,NoEspecifica,Casa,1294,432,5,Bueno,Chorrillos,2,NoEspecifica,NoEspecifica,2,1,0
97.5,4,5,NoEspecifica,Casa,700,450,3,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
160,4,1,NoEspecifica,Casa,1000,800,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
92,5+,2,NoEspecifica,Casa,258,366,4,Bueno,Surquillo,2,NoEspecifica,NoEspecifica,3,1,NoEspecifica
100,4,9,NoEspecifica,Casa de Playa en condominio,250,250,5,Muy bueno,Asia,0,NoEspecifica,NoEspecifica,3,1,NoEspecifica
59,4,3,NoEspecifica,Casa,400,197,4,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
120,4,2,NoEspecifica,Casa,1124,482,5,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
60,3,1,NoEspecifica,Casa en condominio,309,250,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
160,4,3,NoEspecifica,Casa,870,500,5,Muy bueno,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
67.85,4,1,NoEspecifica,Casa en condominio,300,295,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
53,5+,4,NoEspecifica,Casa,411,380,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,3,0,1
42,5+,1,NoEspecifica,Casa de Playa en condominio,300,210,5,Muy bueno,Asia,3,NoEspecifica,NoEspecifica,2,1,0
188.0375,4,3,NoEspecifica,Casa,537,537,3,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
165,3,2,NoEspecifica,Casa,500,500,4,Bueno,SanIsidro,0,NoEspecifica,NoEspecifica,3,1,NoEspecifica
180,3,9,NoEspecifica,Casa,300,360,3,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
189,4,4,NoEspecifica,Casa,680,330,3,Bueno,SanIsidro,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
75,3,7,NoEspecifica,Casa en condominio,301,402,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
75,3,7,NoEspecifica,Casa en condominio,301,252,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,1
75,3,7,NoEspecifica,Casa en condominio,301,252,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,1,1
46.5,5+,3,NoEspecifica,Casa,380,550,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,3,1,0
44,3,1,NoEspecifica,Casa,258,247,3,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,2,0,1
115,5+,3,NoEspecifica,Casa,1025,400,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,0,NoEspecifica
160,5+,2,NoEspecifica,Casa,1312,452,5,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,1,0
140,5+,2,NoEspecifica,Casa,1413,536,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
120,3,1,NoEspecifica,Casa,600,500,5,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,1,0
120,5+,3,NoEspecifica,Casa,461,485,5,A Remodelar,Miraflores,5,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
61,4,3,NoEspecifica,Casa,310,420,3,Remodelado,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,NoEspecifica,NoEspecifica
48,5+,1,NoEspecifica,Casa de Playa,203,173,4,NoEspecifica,PuntaHermosa,2,NoEspecifica,NoEspecifica,2,0,1
89.6,4,2,NoEspecifica,Casa,316,382,4,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,3,0,NoEspecifica
150,3,1,NoEspecifica,Casa,1060,420,4,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,0,0
168,5+,4,NoEspecifica,Casa,1258,1100,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,NoEspecifica
110,3,2,NoEspecifica,Casa,1100,350,3,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,0,0
78,4,7,NoEspecifica,Casa,386,261,4,Bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,0,0
137,5+,3,NoEspecifica,Casa en condominio,481,481,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,3,1,0
135,3,2,NoEspecifica,Casa,720,418,3,NoEspecifica,SanBorja,2,NoEspecifica,NoEspecifica,2,1,0
64,4,7,NoEspecifica,Casa en condominio,335,335,5,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
46.9,5+,7,NoEspecifica,Casa,217,264,4,Muy bueno,LaMolina,3,NoEspecifica,NoEspecifica,3,1,NoEspecifica
62,3,2,NoEspecifica,Casa,500,400,3,Remodelado,LaMolina,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
120,4,2,NoEspecifica,Casa en condominio,944,717,5,NoEspecifica,LaMolina,5,NoEspecifica,NoEspecifica,2,1,1
140,3,3,NoEspecifica,Casa,1050,400,4,NoEspecifica,LaMolina,3,NoEspecifica,NoEspecifica,1,1,NoEspecifica
95,4,3,NoEspecifica,Casa,900,278,4,Bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
65,3,2,NoEspecifica,Casa,304,249,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
65,3,2,NoEspecifica,Casa en condominio,304,249,3,Muy bueno,LaMolina,2,NoEspecifica,NoEspecifica,2,0,0
53.1875,4,2,NoEspecifica,Casa,287,360,3,Muy bueno,PuebloLibre,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
73,4,3,NoEspecifica,Casa,384,355,3,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,2,0,0
52,4,2,NoEspecifica,Casa,255,219,4,A Remodelar,SantiagoDeSurco,3,NoEspecifica,NoEspecifica,2,0,NoEspecifica
25,4,1,NoEspecifica,Casa de Playa en condominio,126,126,4,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,3,1,0
75,4,9,NoEspecifica,Casa,264,400,3,NoEspecifica,Barranco,1,NoEspecifica,NoEspecifica,3,0,0
46,4,1,NoEspecifica,Casa,204,181,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,1
72,4,4,NoEspecifica,Casa en condominio,322,394,4,NoEspecifica,LaMolina,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
83.5,5+,3,NoEspecifica,Casa,530,483,4,NoEspecifica,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,1,0
58,3,1,NoEspecifica,Casa en condominio,280,250,4,NoEspecifica,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
52,5+,2,NoEspecifica,Casa en condominio,200,374,5,Bueno,SantiagoDeSurco,4,NoEspecifica,NoEspecifica,2,0,NoEspecifica
57,4,6,NoEspecifica,Casa de Playa,200,365,4,NoEspecifica,Asia,0,NoEspecifica,NoEspecifica,2,1,1
89.5,4,3,NoEspecifica,Casa,1260,332,4,Remodelado,Chorrillos,1,NoEspecifica,NoEspecifica,1,0,0
62,4,6,NoEspecifica,Casa,320,350,4,NoEspecifica,Miraflores,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
100,5+,6,NoEspecifica,Casa,248,496,5,NA,Miraflores,4,NoEspecifica,NoEspecifica,3,0,NoEspecifica
52.3,4,4,NoEspecifica,Casa,212,215,1,A Remodelar,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
210,4,4,NoEspecifica,Casa,1140,420,5,NoEspecifica,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
89,4,5,NoEspecifica,Casa,313,414,5,Bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,0
89,4,5,NoEspecifica,Casa,475,335,4,Remodelado,LaMolina,2,NoEspecifica,NoEspecifica,2,1,0
99,4,3,NoEspecifica,Casa,850,329,4,Bueno,LaMolina,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
59,4,3,NoEspecifica,Casa,150,310,2,Remodelado,Miraflores,1,NoEspecifica,NoEspecifica,3,0,NoEspecifica
75,5+,2,NoEspecifica,Casa,340,340,5,Bueno,SanIsidro,3,NoEspecifica,NoEspecifica,3,0,NoEspecifica
80,5+,5,NoEspecifica,Casa,1050,450,4,A Remodelar,Chaclacayo,5,NoEspecifica,NoEspecifica,2,1,0
150,3,2,NoEspecifica,Casa,1400,400,3,Bueno,LaMolina,4,NoEspecifica,NoEspecifica,2,1,NoEspecifica
39.8,3,1,NoEspecifica,Casa en condominio,287,212,3,Muy bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,NoEspecifica
26,4,1,NoEspecifica,Casa de Playa,200,240,3,Muy bueno,CerroAzul,3,NoEspecifica,NoEspecifica,2,1,NoEspecifica
53.8,3,1,NoEspecifica,Casa,179,263,3,Bueno,SantiagoDeSurco,2,NoEspecifica,NoEspecifica,2,0,0
145,4,3,NoEspecifica,Casa,1018,450,4,Muy bueno,LaMolina,5,NoEspecifica,NoEspecifica,2,1,0
69.5,5+,3,NoEspecifica,Casa,187,380,4,Muy bueno,SanIsidro,2,NoEspecifica,NoEspecifica,3,0,NoEspecifica
