CCDD,DEPARTAMENTO,CCPP,PROVINCIA,CCDI,DISTRITO,CIUDAD,CONGLOMERADO,NSELV,VIVIENDA,THOGAR,NHOGAR,ESTRATO,VRESFIN,RESFIN,P15,P15_N,INF_200,P200_N,P203,P204,P205_A,P205_B,P206,P207_1,P208,P209,P209_N,P209_1,P210,P210_N,P210_1,P211_N,P211_1,P200_APORTANTE,P211_N_PARENTESCO,P211_N_SEXO,P211_N_AÑOS,P211_N_MESES,P211_N_ECIVIL,P211_N_MIGRANTE,factorfinal
11,ICA,01,ICA,06,PARCONA,Ica,34219,12098,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,2,2.Esposo/a o compañero/a,2.Mujer,21, ,1.Conviviente,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,35.8756689538651
11,ICA,01,ICA,06,PARCONA,Ica,34219,12098,14,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,2,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,2, , , , , , , , , , ,35.8756689538651
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,42961,14337,29,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,1,1.Jefe/a del hogar,2.Mujer,29, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,132.627657852645
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,42961,14337,29,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,2,2,2,2.Esposo/a o compañero/a,1.Hombre,22, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,132.627657852645
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,43039,14351,43,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,1,1.Jefe/a del hogar,1.Hombre,31, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,43039,14351,43,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,2,2.Esposo/a o compañero/a,2.Mujer,28, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,43039,14351,43,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,3,3.Hijo/a o hijastro/a,2.Mujer,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,12,PAUCARPATA,Arequipa,43039,14351,43,1,1,3.Medio,1.Completa,1.Completa,1.Sí,4,4,4,8.Otro pariente,2.Mujer,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,66.3138289263227
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43225,14896,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43225,14896,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,2,2.Esposo/a o compañero/a,2.Mujer,27, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,29,JOSE LUIS BUSTAMANTE Y RIVERO,Arequipa,43225,14896,9,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,2,1,3,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,33.1569144631614
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43289,14544,36,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,1,1.Jefe/a del hogar,1.Hombre,42, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43289,14544,36,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,2,2.Esposo/a o compañero/a,2.Mujer,29, ,1.Conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43289,14544,36,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,3,3.Hijo/a o hijastro/a,1.Hombre,2, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,44.2092192842152
04,AREQUIPA,01,AREQUIPA,22,SOCABAYA,Arequipa,43289,14544,36,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,4,1,4,6.Padres/suegros,2.Mujer,62, ,5.Separado o Ex conviviente,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,44.2092192842152
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,1,1.Jefe/a del hogar,1.Hombre,31, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,2,2.Esposo/a o compañero/a,2.Mujer,26, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,3,3.Hijo/a o hijastro/a,2.Mujer,6, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,4,3.Hijo/a o hijastro/a,1.Hombre, ,3, , ,2.No, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,5,8.Otro pariente,2.Mujer,37, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,6,8.Otro pariente,1.Hombre,10, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,5, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,7,8.Otro pariente,1.Hombre,9, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,5, , , , , , , , , , ,31.3682242140087
20,PIURA,01,PIURA,15,VEINTISÉIS DE OCTUBRE,Piura,47988,02205,17,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,7,5,8,8.Otro pariente,2.Mujer,6, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,5, , , , , , , , , , ,31.3682242140087
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,1,1.Jefe/a del hogar,1.Hombre,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,2,2.Esposo/a o compañero/a,2.Mujer,38, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,3,3.Hijo/a o hijastro/a,2.Mujer,13, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,4,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,5,8.Otro pariente,2.Mujer,42, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,6,11.Otro no pariente,1.Hombre,35, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,48966,11054,11,1,1,5.Alto,1.Completa,1.Completa,1.Sí,7,2,7,11.Otro no pariente,1.Hombre,2, , , ,1.Sí,1.Sí,6, ,1.Sí,5, , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,1,1,1.Jefe/a del hogar,2.Mujer,38, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
02,ANCASH,18,SANTA,09,NUEVO CHIMBOTE,Chimbote,1253802,11025,28,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,1,2,2.Esposo/a o compañero/a,1.Hombre,39, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,17.5677605416671
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,11, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,9, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,01,TRUJILLO,Trujillo,10634,07556,12,1,1,3.Medio,1.Completa,1.Completa,1.Sí,5,2,5,3.Hijo/a o hijastro/a,1.Hombre,1, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,5,1,1,1.Jefe/a del hogar,1.Hombre,39, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,5,1,2,2.Esposo/a o compañero/a,2.Mujer,43, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,5,1,3,3.Hijo/a o hijastro/a,2.Mujer,9, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,5,1,4,3.Hijo/a o hijastro/a,1.Hombre,6, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,11,VICTOR LARCO HERRERA,Trujillo,10809,08991,3,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,5,1,5,6.Padres/suegros,2.Mujer,72, ,3.Viudo/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,25.2908669863495
13,LA LIBERTAD,01,TRUJILLO,02,EL PORVENIR,Trujillo,11046,05400,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,1,1.Jefe/a del hogar,1.Hombre,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,02,EL PORVENIR,Trujillo,11046,05400,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,2,2.Esposo/a o compañero/a,2.Mujer,36, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,02,EL PORVENIR,Trujillo,11046,05400,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,3,3.Hijo/a o hijastro/a,1.Hombre,18, ,6.Soltero/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,02,EL PORVENIR,Trujillo,11046,05400,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,4,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,02,EL PORVENIR,Trujillo,11046,05400,8,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,5,2,5,8.Otro pariente,2.Mujer,21, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11093,05581,12,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,1,1.Jefe/a del hogar,2.Mujer,55, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11093,05581,12,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,2,3.Hijo/a o hijastro/a,2.Mujer,20, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11093,05581,12,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,3,5.Nieto/a,2.Mujer,3, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,2, , , , , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11093,05581,12,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,4,2,4,5.Nieto/a,2.Mujer,2, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,2, , , , , , , , , , ,33.7211559817993
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,1,1.Jefe/a del hogar,2.Mujer,62, ,5.Separado o Ex conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,2,3.Hijo/a o hijastro/a,1.Hombre,35, ,6.Soltero/a,4.No Sabe,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,3,3.Hijo/a o hijastro/a,1.Hombre,27, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,4,3.Hijo/a o hijastro/a,2.Mujer,19, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,5,4.Yerno/nuera,1.Hombre,18, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11097,05592,29,1,1,3.Medio,1.Completa,1.Completa,1.Sí,6,4,6,5.Nieto/a,2.Mujer,2, , , ,1.Sí,1.Sí,5, ,1.Sí,4, , , , , , , , , , ,50.5817339726989
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11099,05764,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,2.Mujer,22, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11099,05764,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,1.Hombre,24, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,20.2326935890796
13,LA LIBERTAD,01,TRUJILLO,03,FLORENCIA DE MORA,Trujillo,11099,05764,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer,1, , , ,1.Sí,1.Sí,2, ,1.Sí,1, , , , , , , , , , ,20.2326935890796
02,ANCASH,18,SANTA,01,CHIMBOTE,Chimbote,12076,09352,21,1,1,5.Alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,27, ,1.Conviviente,4.No Sabe,2.No, , , , , , , , , , , , , , , ,17.5677605416671
07,LIMA,01,CALLAO,06,VENTANILLA,Lima,17491,19499,25,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,1.Hombre,5, , , ,1.Sí,2.No, ,3.Otro país,1.Sí,1, , , , , , , , , , ,133.030685853111
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17923,24,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,26, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17923,24,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,2,2.Esposo/a o compañero/a,2.Mujer,31, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
07,LIMA,01,CALLAO,04,LA PERLA,Lima,18548,17923,24,1,1,1.Bajo,1.Completa,1.Completa,1.Sí,3,1,3,3.Hijo/a o hijastro/a,2.Mujer, ,10, , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22370,47838,47,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,1,1.Jefe/a del hogar,1.Hombre,26, ,6.Soltero/a,2.No quiso dar Nº,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22370,47838,47,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,2,7.Hermano/a,2.Mujer,25, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22370,47838,47,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,3,1,3,8.Otro pariente,2.Mujer,2, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,79.8184115118666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22370,47842,51,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,1,1.Jefe/a del hogar,1.Hombre,46, ,1.Conviviente,1.El Nº es,2.No, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,22370,47842,51,1,1,2.Medio bajo,1.Completa,1.Completa,1.Sí,1,2,2,2.Esposo/a o compañero/a,2.Mujer,43, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,03,ATE,Lima,23511,59786,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,39, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,37,SANTA ANITA,Lima,24252,55647,26,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,30, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,32,SAN JUAN DE LURIGANCHO,Lima,2237302,47814,12,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,1.Hombre,38, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,99.7730143898332
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,1,1.Jefe/a del hogar,1.Hombre,38, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,2,2.Esposo/a o compañero/a,2.Mujer,29, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,3,3.Hijo/a o hijastro/a,2.Mujer,15, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,4,3.Hijo/a o hijastro/a,2.Mujer,12, ,6.Soltero/a, ,1.Sí,2.No, ,2.Venezuela,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,5,3.Hijo/a o hijastro/a,1.Hombre,10, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,11,EL AGUSTINO,Lima,2442902,51477,31,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,6,2,6,3.Hijo/a o hijastro/a,1.Hombre,6, , , ,1.Sí,1.Sí,1, ,1.Sí,2, , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,01,LIMA,Lima,2494801,36557,7,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,29, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,2551502,38786,21,1,1,3.Medio,1.Completa,1.Completa,1.Sí,1,1,1,1.Jefe/a del hogar,2.Mujer,31, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,399.092057559333
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,2551502,38793,14,2,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,1,1.Jefe/a del hogar,1.Hombre,35, ,3.Viudo/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,36,SAN MIGUEL,Lima,2551502,38793,14,2,1,3.Medio,1.Completa,1.Completa,1.Sí,2,1,2,11.Otro no pariente,1.Hombre,59, ,2.Casado/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,199.546028779666
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,1,1.Jefe/a del hogar,2.Mujer,38, ,6.Soltero/a,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,2,3.Hijo/a o hijastro/a,1.Hombre,19, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,3,3.Hijo/a o hijastro/a,2.Mujer,17, ,6.Soltero/a,3.No tiene,1.Sí,2.No, ,4.Falleció/No sabe,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,4,3.Hijo/a o hijastro/a,2.Mujer,11, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,5,3.Hijo/a o hijastro/a,2.Mujer,8, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,6,3.Hijo/a o hijastro/a,2.Mujer,6, , , ,1.Sí,2.No, ,2.Venezuela,1.Sí,1, , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,7,8.Otro pariente,1.Hombre,20, ,1.Conviviente,1.El Nº es,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,8,11.Otro no pariente,2.Mujer,20, ,1.Conviviente,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
15,LIMA,01,LIMA,15,LA VICTORIA,Lima,2604502,41473,2,1,1,4.Medio alto,1.Completa,1.Completa,1.Sí,9,1,9,11.Otro no pariente,1.Hombre,26, ,6.Soltero/a,3.No tiene,1.Sí, , , , , , , , , , , , , , , ,133.030685853111
